Rank,Name,Year,Position,Binary_SP,WAR,완투,완봉,승,패,세이브,홀드,이닝,자책점,4구,삼진,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
3563,여건욱,2020,P,0,-0.51,0,0,1,3,1,2,27.2,22,4,18,7.16,7.81,8.47,9.1,6.59,1.45
3564,김민우,2019,P,1,-0.51,1,0,2,7,0,0,68,51,30,46,6.75,7.81,7.4,7.49,4.81,1.62
3565,문광은,2016,P,0,-0.52,0,0,1,1,0,1,17,18,7,13,9.53,9.53,10.16,10.03,7.81,2.18
3566,박세진,2018,P,1,-0.55,0,0,1,5,0,0,30.1,36,19,24,10.68,10.98,10.67,10.41,8.23,2.18
3567,정영일,2020,P,0,-0.55,0,0,2,2,2,2,23.1,17,11,17,6.56,7.71,8.6,8.6,6.96,1.8
3568,김선기,2018,P,0,-0.56,0,0,0,1,0,1,22.2,20,16,21,7.94,8.74,10.22,10.7,6.71,2.21
3569,김택형,2020,P,0,-0.56,0,0,1,3,0,3,23,22,20,22,8.61,10.17,8.96,8.8,6.89,2
3570,노경은,2017,P,0,-0.57,0,0,0,2,0,0,14.2,19,8,8,11.66,11.66,11.14,10.56,7.99,2.25
3571,임준혁,2016,P,1,-0.57,0,0,2,6,0,0,34,38,10,20,10.06,10.85,10.58,10.38,5.96,1.97
3572,박희수,2017,P,0,-0.58,0,0,2,6,8,9,38,28,19,29,6.63,6.87,8.02,7.77,6.52,1.79
3573,정찬헌,2017,P,0,-0.58,0,0,8,7,7,3,61.2,40,25,57,5.84,6.28,6.87,7.22,3.97,1.62
3574,김강률,2020,P,0,-0.58,0,0,2,2,0,0,28,11,20,28,3.54,7.07,8.28,9.23,4.58,2
3575,한승혁,2017,P,0,-0.61,0,0,1,1,1,3,39,31,23,42,7.15,7.38,8.01,8.32,4.56,1.77
3576,황영국,2020,P,0,-0.61,0,0,0,0,0,4,19.1,22,14,17,10.24,10.24,9.68,10.52,6.21,2.22
3577,윤수호,2018,P,0,-0.62,0,0,0,1,0,0,25.1,26,17,19,9.24,11.01,10.21,10.69,6.43,1.97
3578,이충호,2017,P,0,-0.63,0,0,1,1,0,1,11.1,17,12,8,13.5,14.29,13.7,13.53,9.69,2.91
3579,박진태,2020,P,0,-0.64,0,0,0,0,0,0,18.2,27,16,14,13.02,13.02,13.19,12.72,11.18,2.57
3580,엄상백,2019,P,0,-0.67,0,0,2,3,0,0,31.1,28,24,20,8.04,8.33,8.67,8.48,6.87,2.04
3581,손영민,2017,P,0,-0.67,0,0,0,1,0,4,13.1,16,3,9,10.8,10.8,10.56,10.89,6.13,2.18
3582,이태양,2019,P,0,-0.68,0,0,1,6,0,10,66.2,43,13,64,5.81,5.94,6.38,6.39,3.58,1.31
3583,박주홍,2019,P,0,-0.7,0,0,0,4,0,1,38.1,34,24,27,7.98,8.69,8.51,8.68,6.63,1.96
3584,마에스트리,2016,P,1,-0.7,0,0,2,2,0,0,28.2,30,34,23,9.42,11.62,10.96,10.51,7.68,2.48
3585,장지훈,2020,P,0,-0.71,0,0,0,1,0,0,27.2,31,21,24,10.08,12.04,11.65,10.53,7.53,2.17
3586,주권,2018,P,0,-0.72,0,0,3,9,0,4,88,82,27,54,8.39,8.69,8.37,8.28,6.14,1.65
3587,양승철,2019,P,0,-0.72,0,0,1,1,0,0,16.1,22,15,11,12.12,12.12,12.51,13.06,7.16,2.33
3588,윤정현,2020,P,0,-0.73,0,0,0,1,0,0,27.1,27,10,11,8.89,10.54,10.49,10.84,5.66,2.34
3589,이준영,2019,P,0,-0.74,0,0,1,0,0,1,51,36,26,43,6.35,7.41,7.39,7.5,4.1,1.76
3590,유원상,2016,P,0,-0.74,0,0,2,1,0,1,24,17,13,15,6.38,6.75,9.66,10.25,6.1,1.83
3591,고영창,2020,P,0,-0.75,0,0,1,1,1,2,58,44,17,23,6.83,7.14,8.36,8.45,4.74,1.81
3592,최충연,2019,P,0,-0.8,0,0,0,2,1,4,36.2,30,38,41,7.36,8.84,8.87,8.13,5.05,2.24
3593,이형범,2020,P,0,-0.82,0,0,1,2,1,1,25.2,22,16,13,7.71,7.71,8.5,9.2,7.1,1.79
3594,김광수,2017,P,0,-0.84,0,0,1,0,0,0,20.2,27,3,10,11.76,13.5,13.78,13.98,7.35,2.03
3595,정성곤,2019,P,0,-0.86,0,0,3,3,8,11,53.2,33,22,40,5.53,6.04,6.78,7.02,4.71,1.6
3596,문동욱,2019,P,0,-0.89,0,0,1,1,0,0,15.2,21,4,12,12.06,14.36,14.19,13.77,5.56,2.55
3597,구승민,2019,P,0,-0.9,0,0,1,4,2,6,36,25,21,43,6.25,7.25,7.49,7.14,4.28,1.83
3598,장민재,2017,P,0,-0.9,0,0,2,5,0,0,62.2,54,23,30,7.76,8.62,8.53,8.5,6.34,1.87
3599,이인복,2019,P,0,-1.06,0,0,0,0,0,0,12.1,16,8,7,11.68,13.14,15.4,14.12,6.33,3
3600,장원준,2018,P,1,-1.08,0,0,3,7,0,2,71.2,79,33,46,9.92,10.17,9.59,10.24,6.64,1.87
3601,김대우,2017,P,0,-1.14,0,0,2,5,0,1,50,53,26,28,9.54,10.08,10.14,9.62,6.58,1.94
3602,장현식,2020,P,0,-1.88,0,0,4,4,0,6,41,49,22,26,10.76,11.41,11.34,11.45,6.62,2.1
3603,안우진,2022,P,1,8.64,1,0,15,8,0,0,196,46,55,224,2.11,2.34,2.33,2.36,2.09,0.95
3604,페디,2023,P,1,8.47,0,0,20,6,0,0,180.1,40,35,209,2,2.3,2.24,2.25,2.22,0.95
3605,미란다,2021,P,1,7.49,1,1,14,5,0,0,173.2,45,63,225,2.33,2.54,2.5,2.73,2.42,1.14
3606,김광현,2022,P,1,7.39,0,0,13,3,0,0,173.1,41,45,153,2.13,2.49,2.49,2.44,3.14,1.07
3607,하트,2024,P,1,6.93,0,0,13,3,0,0,157,47,38,182,2.69,2.92,2.92,3,3.1,1.03
3608,윌커슨,2024,P,1,6.81,1,1,12,8,0,0,196.2,84,27,167,3.84,4.12,4.06,3.91,3.62,1.21
3609,고영표,2023,P,1,6.77,0,0,12,7,0,0,174.2,54,19,114,2.78,2.94,2.96,2.91,3.19,1.15
3610,안우진,2023,P,1,6.61,0,0,9,7,0,0,150.2,40,38,164,2.39,2.63,2.46,2.5,2.33,1.06
3611,후라도,2024,P,1,6.61,0,0,10,8,0,0,190.1,71,32,169,3.36,3.69,3.64,3.78,3.84,1.14
3612,후라도,2023,P,1,6.61,0,0,11,8,0,0,183.2,54,41,147,2.65,3.14,3.08,3.13,3.15,1.12
3613,폰트,2022,P,1,6.5,1,0,13,6,0,0,184,55,34,170,2.69,3.08,3.08,3.01,3.31,0.95
3614,요키시,2022,P,1,6.47,0,0,10,8,0,0,185.1,53,33,154,2.57,2.96,2.9,3.06,2.86,1.09
3615,반즈,2024,P,1,6.43,0,0,9,6,0,0,150.2,56,46,171,3.35,3.52,3.34,3.18,3.83,1.23
3616,뷰캐넌,2023,P,1,6.29,1,0,12,8,0,0,188,53,43,139,2.54,3.4,3.35,3.25,3.05,1.15
3617,고영표,2021,P,1,6.26,1,1,11,6,0,1,166.2,54,27,130,2.92,3.19,3.17,3.15,3.22,1.04
3618,수아레즈,2022,P,1,6.23,0,0,6,8,0,0,173.2,48,50,159,2.49,3.16,3.1,3.09,2.94,1.16
3619,백정현,2021,P,1,6.2,0,0,14,5,0,0,157.2,46,54,109,2.63,3.08,3.04,2.98,4.23,1.24
3620,켈리,2022,P,1,6.14,0,0,16,4,0,0,166.1,47,35,153,2.54,2.71,2.71,2.93,2.89,1.08
3621,고영표,2022,P,1,6.13,1,1,13,8,0,0,182.1,66,23,156,3.26,3.41,3.33,3.21,2.75,1.17
3622,요키시,2021,P,1,6.13,0,0,16,9,0,0,181.1,59,46,131,2.93,3.52,3.45,3.48,3.59,1.2
3623,알칸타라,2023,P,1,6.08,0,0,13,9,0,0,192,57,35,162,2.67,3.14,3.14,3.34,3.38,1.07
3624,원태인,2021,P,1,6.01,0,0,14,7,0,0,158.2,54,51,129,3.06,3.35,3.28,3.11,3.65,1.25
3625,데스파이네,2021,P,1,5.95,0,0,13,10,0,0,188.2,71,78,165,3.39,3.86,3.81,3.68,3.61,1.34
3626,코너,2024,P,1,5.95,1,1,11,6,0,0,160,61,40,158,3.43,3.77,3.68,3.54,4.44,1.09
3627,플럿코,2022,P,1,5.94,0,0,15,5,0,0,162,43,38,149,2.39,2.94,2.81,2.95,3.19,1.01
3628,켈리,2021,P,1,5.89,0,0,13,8,0,0,177,62,60,142,3.15,3.25,3.21,3.38,3.76,1.24
3629,원태인,2024,P,1,5.87,1,0,15,6,0,0,159.2,65,42,119,3.66,3.83,3.79,3.58,4.55,1.2
3630,뷰캐넌,2021,P,1,5.76,1,1,16,5,0,0,177,61,59,162,3.1,3.61,3.55,3.55,3.39,1.31
3631,루친스키,2022,P,1,5.69,0,0,10,12,0,0,193.2,64,34,194,2.97,3.58,3.49,3.49,2.8,1.13
3632,루친스키,2021,P,1,5.62,0,0,15,10,0,0,178.2,63,55,177,3.17,3.83,3.73,3.64,3.22,1.2
3633,반즈,2023,P,1,5.49,0,0,11,10,0,0,170.1,62,56,147,3.28,3.59,3.46,3.41,3.4,1.33
3634,뷰캐넌,2022,P,1,5.47,1,1,11,8,0,0,160,54,39,117,3.04,3.43,3.39,3.22,3.61,1.34
3635,소형준,2022,P,1,5.39,0,0,13,6,0,0,171.1,58,39,117,3.05,3.57,3.5,3.39,3.41,1.15
3636,쿠에바스,2023,P,1,5.19,0,0,12,0,0,0,114.1,33,24,100,2.6,2.6,2.49,2.39,2.78,1.04
3637,반즈,2022,P,1,5.1,0,0,12,12,0,0,186.1,75,47,160,3.62,4.2,3.87,3.75,3.21,1.2
3638,헤이수스,2024,P,1,5.09,0,0,13,11,0,0,171.1,70,44,178,3.68,4.1,3.98,4.24,4.11,1.25
3639,쿠에바스,2024,P,1,5.06,0,0,7,12,0,0,173.1,79,59,154,4.1,4.47,4.47,4.34,4.25,1.25
3640,레예스,2024,P,1,5.06,0,0,11,4,0,0,144,61,30,114,3.81,4.06,3.91,3.72,4.26,1.31
3641,박세웅,2021,P,1,5.06,1,1,10,9,0,0,163,72,53,125,3.98,4.14,4,3.8,4.51,1.19
3642,양현종,2024,P,1,5.01,3,0,11,5,0,0,171.1,78,41,129,4.1,4.52,4.37,4.37,4.63,1.25
3643,곽빈,2024,P,1,5,0,0,15,9,0,0,167.2,79,76,154,4.24,4.46,4.12,4.25,4.13,1.3
3644,플럿코,2023,P,1,4.97,0,0,11,3,0,0,123.1,33,31,101,2.41,2.7,2.7,2.74,3.14,1.18
3645,네일,2024,P,1,4.9,0,0,12,5,0,0,149.1,42,35,138,2.53,4.16,4.06,4.04,3.68,1.27
3646,최원준,2021,P,1,4.89,0,0,12,4,0,0,158.1,58,37,113,3.3,3.69,3.54,3.75,4.01,1.24
3647,구창모,2022,P,1,4.79,0,0,11,5,0,0,111.2,26,29,108,2.1,2.58,2.43,2.43,3.03,1.08
3648,엄상백,2022,P,1,4.73,0,0,11,2,0,0,140.1,46,46,139,2.95,3.33,3.28,3.12,3.6,1.22
3649,수아레즈,2021,P,1,4.72,0,0,10,2,0,0,115.1,28,41,126,2.18,2.58,2.58,2.75,2.66,1.14
3650,놀린,2022,P,1,4.61,0,0,8,8,0,0,124,34,24,108,2.47,2.98,2.9,2.96,3.05,1.12
3651,킹험,2021,P,1,4.59,0,0,10,8,0,0,144,51,41,131,3.19,3.63,3.59,3.62,3.39,1.1
3652,임찬규,2024,P,1,4.46,0,0,10,6,0,1,134,57,42,136,3.83,3.9,3.77,3.94,3.79,1.39
3653,류현진,2024,P,1,4.44,0,0,10,8,0,0,158.1,68,33,135,3.87,4.43,4.37,4.41,3.67,1.36
3654,원태인,2023,P,1,4.43,0,0,7,7,0,0,150,54,34,102,3.24,3.66,3.6,3.58,4.17,1.27
3655,로켓,2021,P,1,4.42,1,0,9,9,0,0,124,41,42,112,2.98,3.19,3.11,3.35,3.34,1.4
3656,곽빈,2023,P,1,4.42,0,0,12,7,0,0,127.1,41,58,106,2.9,3.11,2.88,3.1,3.96,1.21
3657,김민우,2021,P,1,4.4,0,0,14,10,0,0,155.1,69,76,125,4,4.11,3.84,3.93,4.56,1.33
3658,원태인,2022,P,1,4.37,0,0,10,8,0,0,165.1,72,38,130,3.92,4.08,3.99,3.86,3.72,1.29
3659,엔스,2024,P,1,4.33,0,0,13,6,0,0,167.2,78,50,157,4.19,4.51,4.49,4.64,4.03,1.31
3660,손주영,2024,P,1,4.31,0,0,9,10,0,1,144.2,61,54,112,3.79,4.42,4.06,4.26,4.54,1.46
3661,파슨스,2021,P,1,4.31,1,0,4,8,0,0,133,55,63,148,3.72,3.79,3.71,3.56,3.51,1.29
3662,스트레일리,2021,P,1,4.31,0,0,10,12,0,0,165.2,75,67,164,4.07,4.62,4.43,4.24,3.54,1.38
3663,페냐,2023,P,1,4.28,0,0,11,11,0,0,177.1,71,59,147,3.6,4.16,4.02,3.98,4.06,1.17
3664,박세웅,2023,P,1,4.21,0,0,9,7,0,0,154,59,59,129,3.45,4.09,3.93,3.82,3.62,1.32
3665,김광현,2023,P,1,4.19,0,0,9,8,0,0,168.1,66,70,119,3.53,4.01,3.89,3.89,4.19,1.38
3666,양현종,2023,P,1,4.15,0,0,9,11,0,0,171,68,48,133,3.58,4.11,4.02,4.13,3.7,1.34
3667,엘리아스,2024,P,1,4.09,0,0,7,7,0,0,123.2,56,30,104,4.08,4.29,4.07,3.92,4.25,1.26
3668,박세웅,2024,P,1,4.06,0,0,6,11,0,0,173.1,92,56,124,4.78,5.35,5.07,4.97,4.5,1.41
3669,폰트,2021,P,1,4.01,0,0,8,5,0,0,145.2,56,45,157,3.46,4.08,4.08,3.96,3.12,1.09
3670,켈리,2023,P,1,3.93,0,0,10,7,0,0,178.2,76,39,129,3.83,4.38,4.13,4.27,3.49,1.24
3671,엄상백,2024,P,1,3.93,0,0,13,10,0,0,156.2,85,42,159,4.88,5.06,4.91,4.74,4.61,1.31
3672,배제성,2021,P,1,3.91,0,0,9,10,0,0,141.2,58,82,136,3.68,4.26,4.07,4.02,3.69,1.47
3673,앤더슨,2024,P,1,3.86,0,0,11,3,0,0,115.2,50,53,158,3.89,4.28,4.19,3.93,3.55,1.31
3674,임찬규,2023,P,1,3.78,0,0,14,3,0,1,144.2,55,54,103,3.42,3.92,3.72,3.91,4.16,1.35
3675,브랜든,2023,P,1,3.72,0,0,11,3,0,0,104.2,29,30,100,2.49,2.92,2.88,3.03,3.16,1.05
3676,벤자민,2023,P,1,3.66,0,0,15,6,0,0,160,63,45,157,3.54,4.44,4.33,4.23,3.14,1.21
3677,벤자민,2022,P,1,3.48,0,0,5,4,0,0,96.2,29,24,77,2.7,3.17,3.17,3.02,4.04,1.02
3678,엄상백,2023,P,1,3.48,0,0,7,6,0,0,111.2,45,29,89,3.63,3.71,3.64,3.5,3.36,1.16
3679,양현종,2022,P,1,3.46,0,0,12,7,0,0,175.1,75,50,141,3.85,4.41,4.37,4.44,3.66,1.25
3680,모리만도,2022,P,1,3.43,0,0,7,1,0,0,75.1,14,23,67,1.67,2.27,2.27,2.23,2.99,1.06
3681,김광현,2024,P,1,3.42,0,0,12,10,0,0,162.1,89,73,154,4.93,5.27,5.25,5.08,5.1,1.45
3682,김민우,2022,P,1,3.36,1,0,6,11,0,0,163,79,84,129,4.36,4.53,4.31,4.33,4.61,1.39
3683,엘리아스,2023,P,1,3.36,0,0,8,6,0,0,131.1,54,33,93,3.7,3.97,3.89,3.78,4.09,1.32
3684,나균안,2023,P,1,3.34,0,0,6,8,0,0,130.1,55,42,114,3.8,4.21,4.06,3.96,3.51,1.4
3685,장민재,2022,P,1,3.33,0,0,7,8,0,0,126.2,50,39,75,3.55,3.84,3.84,3.82,4.74,1.29
3686,박세웅,2022,P,1,3.31,0,0,10,11,0,0,157.1,68,32,146,3.89,4.58,4.43,4.31,2.84,1.34
3687,맥카티,2023,P,1,3.3,0,0,9,5,0,0,130,49,45,116,3.39,4.02,3.93,3.85,3.63,1.3
3688,최원태,2024,P,1,3.3,0,0,9,7,0,0,126.2,60,57,103,4.26,4.69,4.42,4.58,4.62,1.44
3689,이의리,2023,P,1,3.29,0,0,11,7,0,0,131.2,58,93,156,3.96,4.37,3.93,4.05,3.63,1.49
3690,멩덴,2021,P,1,3.28,0,0,8,3,0,0,120,48,35,104,3.6,3.97,3.9,3.95,3.9,1.2
3691,곽빈,2022,P,1,3.27,0,0,8,9,0,0,147.2,62,60,138,3.78,4.21,3.95,4.13,3.99,1.37
3692,신민혁,2021,P,1,3.26,0,0,9,6,0,0,145,71,44,107,4.41,4.66,4.52,4.46,4.36,1.37
3693,카펜터,2021,P,1,3.25,0,0,5,12,0,0,170,75,72,179,3.97,4.76,4.65,4.78,3.91,1.31
3694,하영민,2024,P,1,3.25,0,0,9,8,0,0,150.1,73,58,101,4.37,4.91,4.74,5.02,4.45,1.5
3695,김민수,2022,P,0,3.24,0,0,5,4,3,30,80.2,17,15,91,1.9,2.12,2.83,2.72,2.1,1
3696,김택연,2024,P,0,3.23,0,0,3,2,19,4,65,15,31,78,2.08,2.35,2.62,2.67,3.19,1.26
3697,김윤식,2022,P,1,3.23,0,0,8,5,0,0,114.1,42,27,81,3.31,3.62,3.43,3.64,3.29,1.33
3698,최원준,2022,P,1,3.23,0,0,8,13,0,0,165,66,37,113,3.6,4.36,4.18,4.35,4.41,1.33
3699,벤자민,2024,P,1,3.19,0,0,11,8,0,0,149.2,77,48,156,4.63,5.41,5.21,5.11,4.88,1.26
3700,임기영,2021,P,1,3.17,0,0,8,8,0,0,153,83,45,129,4.88,5,4.64,4.54,3.96,1.31
3701,신민혁,2024,P,1,3.14,0,0,8,9,0,0,121,58,16,74,4.31,4.98,4.56,4.67,5.23,1.29
3702,주현상,2024,P,0,3.13,0,0,8,4,23,2,71.1,21,8,64,2.65,2.78,3.12,3.09,3.85,0.84
3703,문동주,2023,P,1,3.08,0,0,8,8,0,0,118.2,49,42,95,3.72,3.94,3.79,3.82,3.65,1.31
3704,고우석,2022,P,0,3.08,0,0,4,2,42,0,60.2,10,21,80,1.48,1.78,2.05,2.14,2.69,0.96
3705,안우진,2021,P,1,3.02,0,0,8,8,0,0,107.2,39,41,110,3.26,3.93,3.86,3.98,4,1.2
3706,이인복,2022,P,1,3.02,0,0,9,9,0,1,126.2,59,30,71,4.19,4.48,4.28,4.06,3.78,1.44
3707,서진용,2023,P,0,2.96,0,0,5,4,42,0,73,21,49,64,2.59,2.71,2.8,2.8,4.27,1.53
3708,노경은,2024,P,0,2.95,0,0,8,5,0,38,83.2,27,32,71,2.9,3.23,3.87,3.75,4.69,1.23
3709,최원태,2023,P,1,2.93,0,0,9,7,0,0,146.2,70,46,118,4.3,4.48,4.46,4.44,3.89,1.33
3710,윌커슨,2023,P,1,2.92,0,0,7,2,0,0,79.2,20,20,81,2.26,3.16,3.11,3.04,2.61,1.09
3711,와이스,2024,P,1,2.92,0,0,5,5,0,0,91.2,38,29,98,3.73,4.22,4.12,4.06,3.65,1.16
3712,백정현,2023,P,1,2.92,0,0,7,5,0,0,100.2,41,30,61,3.67,3.93,3.76,3.63,3.91,1.29
3713,쿠에바스,2021,P,1,2.91,1,1,9,5,0,0,133.1,61,51,137,4.12,4.59,4.56,4.55,3.44,1.37
3714,김재웅,2022,P,0,2.88,0,0,3,2,13,27,62.2,14,29,56,2.01,2.01,2.21,2.3,3.84,1.09
3715,윤영철,2023,P,1,2.85,0,0,8,7,0,0,122.2,55,48,74,4.04,4.33,4.11,4.21,4.55,1.4
3716,임기영,2022,P,1,2.85,0,0,4,13,1,0,129.1,61,36,82,4.24,4.38,4.21,4.26,4.81,1.34
3717,노경은,2022,P,0,2.8,0,0,12,5,1,7,79.2,27,23,55,3.05,3.16,3.28,3.13,3.86,1.15
3718,김재윤,2023,P,0,2.8,0,0,5,5,32,0,65.2,19,13,60,2.6,2.88,2.99,2.77,2.4,1.02
3719,이태양,2022,P,1,2.77,0,0,8,3,0,1,112,45,24,61,3.62,4.02,3.96,3.78,4.76,1.25
3720,이의리,2021,P,1,2.76,0,0,4,5,0,0,94.2,38,56,93,3.61,3.99,3.9,3.79,3.96,1.32
3721,파노니,2022,P,1,2.75,0,0,3,4,0,0,82.2,25,24,73,2.72,3.59,3.2,3.28,3.27,1.23
3722,정우영,2021,P,0,2.72,0,0,7,3,2,27,65,16,26,41,2.22,2.22,2.71,2.83,3.76,1.06
3723,박영현,2024,P,0,2.72,0,0,10,2,25,0,76.2,30,22,87,3.52,3.64,3.86,3.82,4.07,1.11
3724,류진욱,2023,P,0,2.72,0,0,1,4,0,22,67,16,32,62,2.15,2.55,2.55,2.5,3.24,1.09
3725,오승환,2021,P,0,2.7,0,0,0,2,44,0,62,14,16,57,2.03,2.47,3.04,2.9,2.79,1.16
3726,이승현,2024,P,1,2.7,0,0,6,4,0,0,87.1,41,37,68,4.23,4.53,4.32,4.11,5.01,1.43
3727,김재윤,2021,P,0,2.69,0,0,4,3,32,0,67,18,24,64,2.42,2.55,3.22,3.08,3.24,1.21
3728,정해영,2021,P,0,2.69,0,0,5,4,34,0,65.1,16,28,49,2.2,2.48,3.14,3.1,4.27,1.18
3729,박영현,2023,P,0,2.69,0,0,3,3,4,32,75.1,23,23,79,2.75,2.99,3.31,3.15,2.65,1.14
3730,데스파이네,2022,P,1,2.69,0,0,8,12,0,0,163,82,48,123,4.53,5.19,4.87,4.7,3.98,1.51
3731,함덕주,2023,P,0,2.67,0,0,4,0,4,16,55.2,10,22,59,1.62,1.94,2.1,2.21,2.69,0.97
3732,오원석,2024,P,1,2.67,0,0,6,9,0,1,121.2,68,65,112,5.03,5.33,5.08,4.96,5.52,1.54
3733,홍건희,2021,P,0,2.67,0,0,6,6,3,17,74.1,23,27,82,2.78,2.78,3.28,3.36,2.62,1.24
3734,배제성,2023,P,1,2.66,0,0,8,10,0,0,130.1,65,77,79,4.49,4.97,4.66,4.46,4.76,1.7
3735,이의리,2022,P,1,2.66,0,0,10,10,0,0,154,66,74,161,3.86,4.62,4.61,4.68,4.23,1.31
3736,고우석,2021,P,0,2.63,0,0,1,5,30,0,58,14,23,68,2.17,2.33,2.62,2.75,2.63,1.21
3737,산체스,2023,P,1,2.59,0,0,7,8,0,0,126,53,28,99,3.79,4.43,4.34,4.29,3.92,1.3
3738,장현식,2021,P,0,2.56,0,0,1,5,1,34,76.2,28,42,80,3.29,3.29,3.45,3.48,4.06,1.42
3739,애플러,2022,P,1,2.55,1,1,6,8,0,0,140.1,67,40,86,4.3,4.43,4.38,4.46,4.37,1.51
3740,수아레즈,2023,P,1,2.55,0,0,4,7,0,0,108,47,32,88,3.92,4.5,4.25,4.09,3.12,1.49
3741,스탁,2022,P,1,2.53,0,0,9,10,0,0,165,66,83,138,3.6,4.75,4.58,4.74,4.09,1.48
3742,오원석,2022,P,1,2.53,0,0,6,8,0,0,144,72,58,112,4.5,4.94,4.55,4.46,4.48,1.5
3743,나균안,2022,P,0,2.49,0,0,3,8,0,2,117.2,52,37,123,3.98,4.21,4.33,4.16,2.73,1.38
3744,최채흥,2021,P,1,2.48,1,0,5,9,0,2,122.1,62,37,82,4.56,4.86,4.72,4.63,4.61,1.47
3745,브랜든,2024,P,1,2.47,0,0,7,4,0,0,75,26,11,75,3.12,4.08,3.81,3.96,2.8,1.15
3746,주현상,2023,P,0,2.44,0,0,2,2,0,12,59.2,13,15,45,1.96,1.96,2.26,2.29,3.25,0.84
3747,김원중,2024,P,0,2.44,0,0,3,6,25,0,63.1,25,31,68,3.55,3.84,4.05,3.85,3.64,1.42
3748,정해영,2024,P,0,2.44,0,0,2,3,31,1,50.2,14,16,50,2.49,2.49,3,2.98,4.59,1.24
3749,소형준,2021,P,1,2.43,0,0,7,7,0,0,119,55,51,85,4.16,5.07,4.78,4.69,4.01,1.46
3750,김택형,2021,P,0,2.43,0,0,5,1,7,4,75.1,20,42,62,2.39,2.75,3.39,3.32,3.95,1.37
3751,김재열,2024,P,0,2.42,0,0,1,5,2,12,68.2,19,29,67,2.49,2.62,3.34,3.46,3.72,1.27
3752,곽빈,2021,P,1,2.42,0,0,4,7,0,0,98.2,45,79,96,4.1,4.56,4.21,4.32,5.04,1.59
3753,김진성,2023,P,0,2.41,0,0,5,1,4,21,70.1,17,26,69,2.18,2.18,2.94,3.11,3.9,0.95
3754,이용찬,2022,P,0,2.41,0,0,3,3,22,0,60.2,14,13,61,2.08,2.37,2.73,2.73,2.68,1.14
3755,정찬헌,2021,P,1,2.4,1,1,9,5,0,0,114.1,51,27,59,4.01,4.33,4.3,4.59,4,1.4
3756,조병현,2024,P,0,2.37,0,0,4,6,12,12,73,29,31,96,3.58,4.19,4.03,3.8,3.53,1.14
3757,이민호,2021,P,1,2.37,0,0,8,9,0,0,115,55,45,100,4.3,4.54,4.28,4.52,4.53,1.17
3758,임기영,2023,P,0,2.35,0,0,4,4,3,16,82,27,19,57,2.96,3.18,3.4,3.48,3.93,0.91
3759,김시훈,2024,P,0,2.31,0,0,3,4,0,5,107.1,54,59,74,4.53,5.03,4.82,4.98,5.04,1.57
3760,신민혁,2023,P,1,2.29,0,0,5,5,0,0,122,54,25,97,3.98,4.65,4.65,4.6,4.01,1.2
3761,브룩스,2021,P,1,2.27,0,0,3,5,0,0,78,29,16,55,3.35,3.92,3.7,3.77,3.29,1.4
3762,카스타노,2024,P,1,2.26,0,0,8,6,0,0,111.2,54,25,89,4.35,5.24,5.11,5.2,4.27,1.27
3763,김재윤,2022,P,0,2.26,0,0,9,7,33,0,66.1,24,21,78,3.26,3.53,3.39,3.3,2.54,1.01
3764,김시훈,2022,P,0,2.25,0,0,4,5,0,11,83.1,30,43,79,3.24,3.78,3.63,3.53,4.16,1.42
3765,한현희,2021,P,1,2.24,0,0,6,2,0,1,85.2,37,30,61,3.89,4.41,3.98,4.13,3.85,1.35
3766,최원태,2022,P,1,2.23,0,0,7,5,0,0,105.2,44,40,63,3.75,4.26,3.98,4.15,4.18,1.26
3767,강재민,2021,P,0,2.22,0,0,2,1,5,13,63.1,15,26,55,2.13,2.27,3.21,3.37,3.39,1.22
3768,켈리,2024,P,1,2.2,2,1,5,8,0,0,113.2,57,25,69,4.51,5.15,5.15,5.28,4.89,1.37
3769,윤영철,2024,P,1,2.18,0,0,7,4,0,0,81.2,38,43,58,4.19,4.85,4.7,4.61,5.26,1.53
3770,최준용,2021,P,0,2.16,0,0,4,2,1,20,47.1,15,16,45,2.85,3.04,2.81,2.69,3.95,1.2
3771,스트레일리,2022,P,1,2.15,0,0,4,2,0,0,62.1,16,22,55,2.31,3.47,3.24,3.18,3.93,1.22
3772,백승현,2023,P,0,2.14,0,0,2,0,3,11,40,7,18,30,1.58,1.58,1.65,1.68,3.89,1.15
3773,황동하,2024,P,1,2.13,0,0,5,7,0,0,103.1,51,44,81,4.44,5.57,5.19,5.19,5.3,1.48
3774,배제성,2022,P,1,2.11,0,0,3,9,0,0,107,50,46,89,4.21,4.71,4.57,4.26,3.96,1.39
3775,프랑코,2021,P,1,2.11,0,0,9,8,0,1,150,90,75,124,5.4,5.82,5.76,5.37,5.25,1.48
3776,김민,2024,P,0,2.1,0,0,8,4,0,21,77.1,37,27,77,4.31,4.42,4.24,4.2,3.6,1.44
3777,박종훈,2021,P,1,2.1,0,0,4,2,0,0,54.1,17,17,41,2.82,3.15,3.09,3.02,3.69,1.05
3778,김원중,2021,P,0,2.07,0,0,4,4,35,0,62.2,25,28,64,3.59,3.73,4.01,3.78,3.79,1.24
3779,손동현,2023,P,0,2.07,0,0,8,5,1,15,73.2,28,20,40,3.42,3.79,3.71,3.6,4.23,1.19
