Rank,Name,Year,Position,Binary_SP,WAR_z,완투_z,완봉_z,승_z,패_z,세이브_z,홀드_z,이닝_z,자책점_z,4구_z,삼진_z,ERA_z,RA9_z,rRA9_z,rRA9pf_z,FIP_z,WHIP_z
1,정민태,1999,P,1,4.575354386,5.159570495,-0.287479787,3.411655824,0.755072385,0.139075096,0,2.846515779,0.900849132,1.448913019,2.855079175,-1.430997509,-1.498425522,-1.498425522,-1.468801307,-1.107184273,-1.11979932
2,임창용,1999,P,0,3.353574011,-0.372272808,-0.287479787,1.897152426,-0.06067546,5.970590269,0,1.145187268,-0.338698785,-0.069769315,2.00088314,-1.611532071,-1.734388273,-1.734388273,-1.760548794,-2.022878235,-1.985771099
3,조계현,1996,P,1,3.452146854,4.817993611,3.404371247,2.593619102,0.821878219,-0.444871699,0,2.078033784,0.651736948,0.952977564,1.454740345,-1.2640651,-1.294204934,-1.29417844,-1.321268929,-0.746588726,-1.450840836
4,해리거,2000,P,1,3.538170527,2.821317577,-0.32745867,2.922558182,1.7517414,-0.347496604,-0.490541704,3.041029068,1.672069969,1.459948823,2.602857005,-1.113352279,-1.159571766,-1.159571766,-1.093045581,-1.328625218,-1.503280194
5,문동환,1999,P,1,2.861618197,4.369307166,2.874797873,2.762582939,-0.06067546,-0.360769061,0,2.08646576,1.055792621,1.627581528,2.00088314,-1.097008569,-1.120885119,-1.120885119,-1.126315127,-1.164415145,-0.860007786
6,김현욱,1997,P,0,3.312153703,-0.43446246,-0.299275295,3.569696069,-0.587713414,0.526539939,0,1.556245011,-0.048092774,0.008661846,2.205355984,-1.369628525,-1.359453811,-1.359426995,-1.340071673,-1.766198508,-1.841272487
7,정민철,1997,P,1,3.260155795,6.139640548,7.34887114,2.208872706,1.76997412,-0.381741456,0,2.54225296,1.116258585,0.847493294,2.85672217,-1.069456932,-1.006080981,-1.006049725,-0.935523353,-1.434120018,-1.307995953
8,정명원,1998,P,1,2.838698516,2.854452515,4.419066548,1.92840588,0.776709573,-0.383412175,0,1.779852149,0.011348298,1.519670676,1.416937117,-1.602058959,-1.230149786,-1.230149786,-1.207711438,-1.153245535,-1.254240312
9,박지철,1997,P,0,3.071663378,1.537768443,-0.299275295,2.208872706,0.19818243,0.677920171,0,1.556245011,0.437053626,1.686324742,1.189224734,-1.074632304,-1.213056496,-1.21302784,-1.231534319,-0.659270207,-0.952478263
10,정민태,1996,P,1,2.712801347,1.427553662,2.12773203,2.372472821,1.413008294,-0.444871699,0,2.423904545,1.318316766,0.952977564,1.701426537,-1.036131336,-1.017179062,-1.017147402,-0.976331281,-0.820518033,-1.155491095
11,임선동,2000,P,1,2.84361061,0.665901043,3.028992695,3.151231628,-0.048795025,-0.347496604,-0.490541704,2.432137823,1.460000877,1.459948823,2.895901775,-0.968299056,-1.126182615,-1.126182615,-1.047598237,-1.288942613,-1.101141299
12,정민철,1999,P,1,2.337225735,1.20825385,2.874797873,2.978940568,1.026988334,-0.194154342,0,2.310227444,1.636830708,1.180910254,2.231746933,-0.884880458,-0.889212599,-0.889212599,-0.881078109,-0.886436621,-1.11979932
13,진필중,1998,P,0,2.505742071,0.158580695,1.233591015,0.666176577,0.292156812,2.847252152,0,1.307918813,0.150251465,0.598232314,0.906317381,-1.298214727,-1.481629093,-1.481629093,-1.400945268,-1.250945738,-1.12540596
14,정민태,2000,P,1,2.693435493,2.821317577,3.028992695,3.151231628,0.551383783,-0.347496604,-0.490541704,2.674472466,1.756897607,1.704399824,2.383073427,-0.895772444,-0.992626007,-0.992626007,-0.905575286,-0.741322671,-0.980499631
15,주형광,1996,P,1,2.493955076,4.333645046,0.851092812,3.035911664,0.821878219,-0.220467391,0,2.535534791,2.548925661,0.555446934,3.80947218,-0.469377114,-0.613182998,-0.613143805,-0.710559651,-1.559811103,-1.118572377
16,이강철,1996,P,1,2.47029602,1.911902226,2.12773203,1.266741416,1.413008294,-0.220467391,0,1.382632254,0.549186206,1.066557745,1.522018397,-1.023810593,-1.219177094,-1.219149201,-1.259067058,-0.755829889,-1.22932853
17,진필중,1999,P,0,2.202073039,-0.372272808,-0.287479787,2.546225311,0.483156437,5.637360831,0,0.697663899,-0.454906402,0.287567705,1.377550898,-1.507724697,-1.567069231,-1.567069231,-1.502627102,-1.679492999,-1.437322306
18,주형광,1999,P,1,2.196666931,2.788780508,-0.287479787,1.897152426,2.114652127,-0.194154342,0,2.103109191,1.636830708,0.644904724,2.831992795,-0.781073085,-0.863471208,-0.863471208,-0.87262166,-1.254349374,-0.917739238
19,손민한,2000,P,1,2.555774969,3.899025843,3.028992695,1.779190954,0.851473188,-0.347496604,-0.490541704,2.004488454,0.993448872,1.166607622,1.503939116,-1.065001205,-1.098358321,-1.098358321,-1.121450171,-0.606401816,-1.221782968
20,구대성,1996,P,0,2.422977908,-0.02549203,-0.425546406,3.035911664,-0.360381932,4.940831703,0,1.122771682,-0.117393612,-0.069244057,2.957283516,-1.381112167,-1.478888849,-1.478865799,-1.406089662,-2.677991872,-2.299971343
21,정민태,1998,P,1,2.321426896,2.854452515,2.826328782,2.559520532,1.018985953,-0.383412175,0,2.075038251,1.168874694,0.956569455,2.216168006,-0.974976182,-0.869051293,-0.869051293,-0.840567161,-1.153245535,-0.953626823
22,이대진,1996,P,1,2.357915503,1.427553662,2.12773203,2.593619102,1.117443256,0.228341226,0,1.492432495,0.549186206,0.669027114,2.127520869,-1.07925394,-1.109521019,-1.109491082,-1.157282179,-1.254852711,-1.561596989
23,이경필,1999,P,1,2.09935699,0.417990521,-0.287479787,1.897152426,0.755072385,-0.360769061,0,1.662982902,0.668433897,1.091575999,0.846564174,-1.137628845,-1.09943396,-1.09943396,-1.020609516,-0.706568164,-0.917739238
24,임창용,1998,P,0,2.250079086,-0.51538726,-0.359146751,0.666176577,0.534433192,5.397776621,0,0.854206841,-0.45166226,-0.016059928,1.816552561,-1.582664646,-1.571903717,-1.571903717,-1.626384737,-2.618748582,-2.07019121
25,성영재,1996,P,1,2.269194042,1.911902226,3.404371247,1.266741416,0.230748143,-0.444871699,0,1.287472044,0.395360095,0.555446934,0.916515925,-1.07925394,-1.167234743,-1.167205881,-1.157282179,-0.580247785,-1.118572377
26,이대진,1997,P,1,2.467187697,1.537768443,1.612761313,2.889284387,0.460147712,-0.230361223,0,2.000915262,1.407346425,1.896032604,2.335629221,-0.717531616,-0.799105466,-0.799071609,-0.836853031,-0.744418538,-0.70361588
27,구대성,2000,P,0,2.324254997,-0.411807224,-0.32745867,0.407150281,0.851473188,2.846751535,-0.490541704,1.169553972,0.102758682,0.775486021,1.967926669,-1.324888229,-1.287563515,-1.287563515,-1.320282303,-1.130212195,-1.623921862
28,정민철,1996,P,1,2.192302109,3.849296482,4.681010465,1.930180259,2.299703407,-0.220467391,0,2.590434912,2.189998067,1.123347835,3.405803866,-0.67266939,-0.757467307,-0.757430804,-0.676631357,-1.458158306,-1.377003401
29,김수경,1998,P,1,2.036035657,-0.51538726,-0.359146751,1.507662779,-0.192395949,-0.043342246,0,1.342539405,0.520659912,1.929198837,2.415975729,-1.020229578,-1.062496914,-1.062496914,-1.040242119,-1.88056927,-1.082461176
30,위재영,1996,P,1,2.097665885,-0.02549203,-0.425546406,1.709033978,0.821878219,-0.444871699,0,1.895033381,1.215766025,1.293718105,1.948112729,-0.863640921,-0.959465338,-0.959432603,-0.91412941,-0.940653157,-0.823222635
31,임창용,2000,P,0,2.15530799,-0.411807224,-0.32745867,0.178476836,-0.048795025,4.215715023,-0.490541704,0.255198892,-1.0000006,-0.446768984,0.96669037,-2.080373766,-1.977605988,-1.977605988,-2.053120731,-2.114340786,-2.387985763
32,이강철,1998,P,1,1.952796546,1.506516605,2.826328782,2.138777431,1.503538714,-0.383412175,0,1.690567463,1.122573638,0.854187414,2.238368864,-0.793962597,-0.830362168,-0.830362168,-0.911419565,-1.022978598,-0.867737255
33,송진우,1996,P,1,2.008944424,1.911902226,-0.425546406,2.372472821,1.413008294,-0.444871699,0,2.476974662,2.343824179,3.167791078,2.441485114,-0.537141206,-0.722839073,-0.722801924,-0.637048348,-0.450871497,-0.454035458
34,박석진,1999,P,0,1.769584411,1.20825385,2.874797873,1.46443717,-0.332591408,-0.027539623,0,1.32826501,0.668433897,0.600237597,1.077427967,-0.961607647,-0.962146541,-0.962146541,-0.965642598,-0.747447359,-1.235262224
35,이대진,1998,P,1,1.893340038,0.83254865,1.233591015,1.507662779,1.503538714,-0.383412175,0,1.690567463,1.261476805,1.263715576,2.748988599,-0.696991034,-0.798121231,-0.798121231,-0.879213927,-1.402923832,-0.481234198
36,김수경,2000,P,1,2.042676652,0.665901043,-0.32745867,3.151231628,1.151562592,-0.347496604,-0.490541704,2.430101398,1.799311425,2.926654828,2.84706098,-0.738631453,-0.81455053,-0.81455053,-0.712424072,-0.796878318,-0.699002404
37,최원호,1998,P,0,1.863611784,0.158580695,1.233591015,1.086919678,0.049880431,-0.21337721,0,1.178547126,0.613262024,2.389918019,1.172727678,-0.839215994,-1.056048727,-1.056048727,-1.033800991,0.138568262,-0.39534463
38,한용덕,1998,P,0,1.845774832,-0.51538726,-0.359146751,0.455805026,-0.43467233,0.296727683,0,0.817764112,-0.220156981,-0.067250948,0.817513949,-1.343468123,-1.41714722,-1.41714722,-1.394504141,-1.337790363,-1.597798585
39,구대성,1999,P,0,1.715523332,-0.372272808,-0.287479787,0.815364285,1.298904282,3.971213638,0,0.791976675,-0.028811806,0.778906107,1.931624002,-1.182762486,-1.228140915,-1.228140915,-1.21510784,-1.532327898,-1.033202142
40,주형광,2000,P,1,1.986360983,0.665901043,-0.32745867,0.864497172,0.551383783,-0.347496604,-0.490541704,1.497418488,0.823793598,0.873266421,1.748143091,-0.88972856,-1.042709735,-1.042709735,-1.064640991,-0.73338615,-1.02071352
41,이강철,1997,P,1,2.025205479,2.852589044,3.524797922,1.528461024,-0.325748133,-0.078980991,0,1.652912457,0.970714665,1.633897777,2.022973452,-0.795162201,-0.748623633,-0.748589142,-0.792451386,-0.710359206,-0.845822956
42,김상엽,1997,P,1,1.999206525,-0.43446246,-0.299275295,1.755264918,0.460147712,-0.381741456,0,1.420910586,1.067743945,1.738751708,0.82445967,-0.608848798,-0.733479083,-0.733444402,-0.782584354,-0.003628059,-0.525857035
43,김원형,1998,P,0,1.720916165,-0.51538726,-0.359146751,1.507662779,0.534433192,1.827042364,0,1.160325762,0.196552521,0.598232314,1.106125104,-1.17538408,-1.004463228,-1.004463228,-1.00803648,-1.153245535,-0.996571607
44,임창용,1997,P,0,1.999206525,-0.43446246,-0.299275295,2.208872706,0.984078275,3.554144587,0,1.12704155,0.048936506,0.375650605,1.814536272,-1.136736772,-1.031321897,-1.031290958,-1.053927739,-1.689565011,-1.592410104
45,노장진,1999,P,1,1.580370636,1.20825385,2.874797873,2.329867683,1.298904282,-0.360769061,0,2.067973058,1.907981814,3.190930989,2.739647278,-0.614078615,-0.601767065,-0.601767065,-0.703492682,-0.714744003,-0.167230363
46,구자운,2000,P,0,1.82992857,-0.411807224,-0.32745867,0.407150281,0.551383783,0.108824559,3.924333635,0.456805023,-0.70310387,0.286584019,1.06437196,-1.784223436,-1.627019893,-1.627019893,-1.587285451,-1.495292156,-1.543494083
47,박석진,2000,P,0,1.786127494,-0.411807224,-0.32745867,0.635823727,0.551383783,0.86935983,1.716895965,0.375348,-0.533448596,-0.300098383,0.234078445,-1.500160874,-1.671538762,-1.671538762,-1.700903812,-1.090529591,-1.583707973
48,이상목,1999,P,1,1.504685126,1.20825385,-0.287479787,2.113510055,1.026988334,-0.027539623,0,1.770240569,1.559358963,-0.069769315,1.977796761,-0.641158799,-0.721893557,-0.721893557,-0.716177356,-0.89461246,-1.321859402
49,박명환,1998,P,1,1.572274894,2.854452515,1.233591015,1.92840588,1.503538714,-0.383412175,0,1.834516242,1.354078917,4.181603724,2.704586883,-0.722850118,-0.765880295,-0.765880295,-0.660215586,-0.957845129,0.291771915
50,문동환,1998,P,0,1.548492291,2.854452515,4.419066548,1.507662779,0.049880431,0.636797612,0,0.908870934,0.474358856,0.444659253,0.595505369,-0.761638743,-0.972222291,-0.972222291,-1.00803648,-1.207523426,-0.910682039
51,김원형,1997,P,1,1.810714108,1.537768443,-0.299275295,1.074853236,1.246043557,-0.381741456,0,1.552378313,0.679626826,0.742639363,0.772350375,-0.919371136,-0.718334533,-0.718299662,-0.718448645,-0.369765882,-0.881374725
52,송진우,1999,P,1,1.412781293,5.949833824,6.037075533,2.329867683,0.211240489,0.638919254,0,2.032836926,1.598094835,1.359578764,1.793105726,-0.772046357,-0.606057297,-0.606057297,-0.602015295,-0.600282258,-0.773410608
53,정민태,1997,P,1,1.7587162,4.824819946,1.612761313,1.982068812,2.293904683,-0.381741456,0,2.751054643,2.280609944,1.162055087,2.830667522,-0.619199543,-0.496214469,-0.496176806,-0.452038775,-1.110556361,-1.094685339
54,성영재,1997,P,1,1.745716723,0.222947841,1.612761313,0.167637661,0.460147712,-0.381741456,0,0.587637201,-0.242151333,0.165942743,0.772350375,-1.084983049,-1.15752648,-1.157497127,-1.142731029,-0.488973545,-0.881374725
55,장문석,2000,P,0,1.642209673,-0.411807224,-0.32745867,1.093170618,1.151562592,1.325680993,-0.490541704,1.248974569,0.569310687,0.922156621,1.919085874,-0.93203575,-1.042709735,-1.042709735,-0.968065384,-1.217513925,-0.940285741
56,정민철,1998,P,1,1.429579275,0.158580695,-0.359146751,1.086919678,0.534433192,-0.383412175,0,1.125705169,0.65956308,0.239895173,0.839714807,-0.761638743,-0.939981354,-0.939981354,-0.911419565,-0.979556285,-1.082461176
57,오봉옥,1999,P,0,1.337095783,-0.372272808,-0.287479787,0.382649028,1.298904282,0.972148692,0,0.736498571,0.087395811,1.225577381,0.592614001,-1.0428482,-0.957856309,-0.957856309,-1.020609516,-0.2732487,-0.138364637
58,진필중,1996,P,1,1.494359951,1.911902226,2.12773203,1.930180259,1.708573331,0.452745535,0,2.074373776,1.779795102,0.782607294,0.400717523,-0.623386414,-0.7170677,-0.717030444,-0.631393633,-0.783553379,-0.712466482
59,박충식,1998,P,1,1.399851021,2.18048456,-0.359146751,1.297291229,1.261262334,-0.383412175,0,1.326140177,1.076272582,-0.272015029,0.906317381,-0.574160387,-0.617571985,-0.617571985,-0.724626863,-0.773300301,-0.867737255
60,송진우,2000,P,1,1.548350225,1.74360931,3.028992695,2.0078644,-0.648973833,0.260931613,-0.122635426,1.208246057,0.526896868,1.215497822,1.210894346,-0.944123519,-0.825680247,-0.825680247,-0.854447023,-0.130210562,-0.739216294
61,차명석,1997,P,0,1.622221692,-0.43446246,-0.299275295,1.528461024,-0.063782851,0.677920171,0,0.819639072,0.145965786,0.113515777,0.407585311,-0.898669646,-1.101996463,-1.101966413,-1.009526095,-0.786992703,-1.094685339
62,김기덕,1996,P,0,1.447041838,0.458856534,0.851092812,1.045595135,-0.064816894,0.452745535,0,0.632330602,-0.066118241,0.044336123,0.33343947,-1.060772824,-1.103749647,-1.103719602,-1.100735023,-0.737347562,-1.044734941
63,김현욱,2000,P,0,1.48577726,-0.411807224,-0.32745867,-0.05019661,0.851473188,-0.043282495,3.188521078,0.67877541,-0.024482773,-0.104537582,1.210894346,-1.10126451,-1.076098887,-1.076098887,-1.172578434,-1.566720844,-1.221782968
64,김상진,1997,P,1,1.576723522,0.222947841,-0.299275295,1.074853236,1.508008838,-0.230361223,0,1.362910118,1.213287865,1.319335984,1.058951497,-0.479464491,-0.662804517,-0.662768948,-0.708581612,-0.276102718,-0.454753497
65,김태석,1996,P,0,1.40563849,1.427553662,0.851092812,0.824448854,-0.064816894,-0.444871699,0,0.921471239,0.549186206,-0.012453967,0.019475226,-0.721952365,-0.769010051,-0.768973764,-0.857582255,-0.469353824,-0.7493852
66,오봉옥,2000,P,0,1.454490777,-0.411807224,-0.32745867,-0.05019661,0.851473188,0.86935983,2.452708522,0.762268858,-0.10931041,0.922156621,1.332996333,-1.270493271,-1.0204503,-1.0204503,-1.104407417,-1.074656549,-0.699002404
67,김수경,1999,P,1,1.212755302,1.998517179,2.874797873,1.248079541,1.842736178,-0.194154342,0,1.995851524,1.67556658,3.503600881,2.993597451,-0.70885926,-0.601767065,-0.601767065,-0.580874173,-0.755623198,0.005963993
68,김용수,1998,P,1,1.274992354,0.158580695,-0.359146751,2.769892083,0.292156812,-0.043342246,0,1.61585987,1.354078917,0.751805374,1.26153111,-0.574160387,-0.636916547,-0.636916547,-0.524951905,-1.044689754,-0.524178982
69,위재영,1998,P,1,1.2452641,-0.51538726,-0.359146751,1.71803433,0.776709573,-0.383412175,0,1.417246999,0.98367047,1.929198837,1.394736259,-0.716385347,-0.585331048,-0.585331048,-0.557157543,-0.035120988,-0.438289414
70,위재영,2000,P,0,1.373145922,-0.411807224,-0.32745867,-0.278870056,-0.648973833,5.584678511,-0.490541704,-0.052301369,-0.915172963,-0.348988583,0.38060083,-1.735872361,-1.821789946,-1.821789946,-1.791798501,-1.733387783,-1.302210747
71,박충식,1996,P,0,1.287343209,0.458856534,-0.425546406,0.824448854,-0.655946969,2.247980002,0,0.211429676,-0.578871947,-1.205045859,0.109179296,-1.301027332,-1.340375913,-1.34035028,-1.355197223,-1.411952489,-2.041540319
72,이대진,2000,P,0,1.329344846,0.665901043,-0.32745867,0.864497172,0.551383783,1.629895101,-0.490541704,0.597318387,-0.066896592,0.57992522,1.503939116,-1.083132858,-1.098358321,-1.098358321,-1.178259352,-1.106402632,-0.699002404
73,전병호,1996,P,0,1.257769388,-0.509840594,-0.425546406,-0.060136269,0.821878219,-0.444871699,0,0.559130441,0.0364325,1.748038826,0.804385838,-0.906763525,-0.999864945,-0.999832962,-1.032878437,-0.413906844,-0.084848281
74,강상수,1999,P,0,1.115445361,-0.372272808,-0.287479787,0.1662914,0.755072385,2.804910604,0,0.017132494,-0.687321637,0.064232068,0.269404691,-1.322676771,-1.361138102,-1.361138102,-1.358867471,-1.033601722,-1.004336416
75,정명원,1996,P,0,1.21636604,-0.509840594,-0.425546406,0.824448854,0.230748143,5.38964032,0,0.35416999,-0.732698059,0.669027114,0.176457348,-1.565923327,-1.386546892,-1.38652212,-1.343887791,-0.848241523,-1.155491095
76,김상진,1999,P,1,1.061384282,-0.372272808,-0.287479787,1.680794798,0.755072385,-0.360769061,0,1.901538747,1.985453559,1.270244509,1.885451243,-0.469650965,-0.412996864,-0.412996864,-0.525907255,-0.698392325,-0.398156171
77,강상수,2000,P,0,1.229228101,-0.411807224,-0.32745867,0.407150281,1.151562592,3.150965644,-0.490541704,-0.095066306,-1.042414419,-0.446768984,0.258498842,-1.929276659,-1.710492773,-1.710492773,-1.746351157,-1.455609552,-2.026060757
78,이광우,2000,P,1,1.222970805,1.74360931,3.028992695,1.550517509,-0.348884429,-0.195389549,-0.490541704,1.517782744,0.993448872,-0.055647382,0.502702817,-0.76280699,-0.658734488,-0.658734488,-0.559039285,-0.304814022,-0.699002404
79,베이커,1998,P,1,1.066894576,2.18048456,-0.359146751,2.138777431,0.534433192,-0.383412175,0,1.561195777,1.909691587,2.441109039,0.617706227,-0.134555967,-0.327403553,-0.327403553,-0.454099501,0.279690778,0.291771915
80,조웅천,2000,P,0,1.197941619,-0.411807224,-0.32745867,0.864497172,0.551383783,0.86935983,5.395958748,0.375348,-0.278965685,-0.544549384,1.06437196,-1.155659469,-1.248609505,-1.248609505,-1.172578434,-1.558784324,-1.865205199
81,유동훈,1999,P,1,0.996510988,0.417990521,-0.287479787,0.599006657,1.298904282,-0.027539623,0,1.457713918,1.559358963,1.270244509,0.754218657,-0.433544053,-0.490221037,-0.490221037,-0.580874173,0.478928483,-0.513619075
82,구대성,1998,P,0,1.049057623,-0.51538726,-0.359146751,0.666176577,0.534433192,3.697426975,0,0.671993198,-0.127554869,1.110142515,1.550142265,-1.155989767,-0.985118665,-0.985118665,-0.950066331,-1.923991582,-1.12540596
83,최용호,1999,P,1,0.985698772,0.417990521,-0.287479787,0.815364285,0.755072385,-0.360769061,0,1.439221217,1.210736111,2.744259715,1.239032622,-0.654698891,-0.674701007,-0.674701007,-0.585102398,0.086488214,-0.340424719
84,손혁,1999,P,1,0.985698772,0.417990521,-0.287479787,1.248079541,1.298904282,-0.360769061,0,1.219158073,1.017056749,1.046908871,0.477182105,-0.641158799,-0.730474021,-0.730474021,-0.640069316,0.004729824,-0.311558993
85,김현욱,1998,P,0,1.037166322,-0.51538726,-0.359146751,1.71803433,0.534433192,0.296727683,0,0.779499247,0.474358856,0.188704153,0.750911375,-0.645272867,-0.849706731,-0.849706731,-0.853449416,-0.567044316,-1.039516392
86,최상덕,2000,P,1,1.166655136,6.054442377,3.028992695,1.779190954,1.451651996,-0.347496604,-0.490541704,2.230531692,2.350691066,1.508839023,1.967926669,-0.243032941,-0.302583534,-0.302583534,-0.394292661,-0.082591437,-0.497932957
87,전승남,1997,P,1,1.219237904,0.222947841,-0.299275295,0.394441555,0.19818243,-0.381741456,0,0.89503968,0.534082906,0.113515777,0.61602249,-0.639901032,-0.809201833,-0.809168103,-0.713515129,-0.412340048,-0.739167649
88,이상훈,1997,P,0,1.212738166,-0.43446246,-0.299275295,1.30165713,0.460147712,5.219327143,0,0.162300439,-0.678783093,-0.201046015,1.371607266,-1.250594962,-1.283731062,-1.283703295,-1.196999706,-2.106791832,-1.627961873
89,염종석,1999,P,1,0.91541937,-0.372272808,-0.287479787,0.1662914,0.211240489,-0.360769061,0,0.198360966,-0.377434658,-0.15910357,-0.123063758,-1.083468476,-1.09943396,-1.09943396,-1.10094578,-0.796502393,-0.97547069
90,주형광,1998,P,1,0.95392721,3.52842047,1.233591015,1.297291229,0.534433192,-0.21337721,0,1.763452921,1.678186308,0.649423334,1.971958568,-0.457794511,-0.243577117,-0.243577117,-0.293071309,-1.131534379,-0.738902903
91,김현욱,1996,P,0,1.033008354,-0.509840594,-0.425546406,-0.060136269,-0.951512007,0.228341226,0,0.392600075,-0.117393612,0.271496483,0.51284761,-0.919084269,-1.051807296,-1.051776282,-1.049842583,-1.411952489,-0.306360587
92,김정수,1996,P,0,1.02709359,-0.509840594,-0.425546406,0.382156292,-0.360381932,3.594405852,0,-0.030130856,-0.732698059,0.214706393,1.028646012,-1.301027332,-1.444260615,-1.444236919,-1.468291533,-1.679946227,-1.450840836
93,김기덕,1999,P,1,0.882982723,0.417990521,-0.287479787,-0.482781485,2.114652127,-0.194154342,0,1.363401142,1.288207856,-0.025102187,0.684959519,-0.546378154,-0.593186602,-0.593186602,-0.597787071,-0.632985614,-0.369290445
94,김경원,1997,P,0,1.121741827,-0.43446246,-0.299275295,-0.285970127,-0.587713414,3.251384122,0,-0.069701432,-0.872841653,-0.358326912,0.589967843,-1.328225547,-1.394791094,-1.394764722,-1.310470577,-1.945010003,-1.556858335
95,박정현,1999,P,0,0.877576615,0.417990521,-0.287479787,0.1662914,1.842736178,0.139075096,0,0.882590911,0.474754535,1.314911636,0.038540898,-0.808153269,-0.75192518,-0.75192518,-0.754231376,-0.019797693,-0.542484801
96,임선동,1997,P,1,1.121741827,-0.43446246,-0.299275295,1.528461024,0.722112994,-0.381741456,0,1.130908248,0.922200025,0.270796674,0.694186433,-0.520867469,-0.6678527,-0.667817195,-0.570443162,-0.514518045,-0.739167649
97,진필중,2000,P,0,1.041509205,-0.411807224,-0.32745867,0.178476836,0.251294379,6.040999674,-0.490541704,-0.054337794,-0.830345326,-0.300098383,0.136396854,-1.584775254,-1.471203851,-1.471203851,-1.428219746,-1.566720844,-1.101141299
98,염종석,1998,P,1,0.906362004,2.18048456,-0.359146751,0.455805026,2.472644236,-0.383412175,0,1.400847771,1.53928314,1.007760475,1.083924246,-0.283245697,-0.327403553,-0.327403553,-0.376805969,-1.01212302,-0.653013335
99,김태한,1997,P,0,1.089243134,-0.43446246,-0.299275295,0.848049342,0.722112994,3.100003889,0,0.376902169,-0.290665973,1.371762949,0.876568965,-0.991826348,-0.819298199,-0.819264596,-0.866454128,-0.488973545,-0.419201728
100,조웅천,1996,P,0,0.956116421,-0.509840594,-0.425546406,0.382156292,0.230748143,0.228341226,0,0.299269869,-0.476321206,0.044336123,0.557699645,-1.239423612,-1.236491211,-1.236463641,-1.191210472,-1.291817365,-1.487759554
101,오봉옥,1996,P,1,0.944286893,1.427553662,2.12773203,1.045595135,0.821878219,0.452745535,0,1.051401525,0.754287689,1.407298285,0.78195982,-0.654188274,-0.561240647,-0.561200486,-0.574846478,-0.423148007,-0.564791611
102,장성진,1999,P,0,0.823515537,-0.372272808,-0.287479787,-0.699139113,-1.148339253,-0.194154342,0,-0.149301817,-0.842265126,-0.427106334,-0.400100309,-1.394890596,-1.361138102,-1.361138102,-1.286987656,-0.755623198,-0.917739238
103,최향남,1997,P,1,1.030745488,0.222947841,1.612761313,0.848049342,-0.325748133,-0.381741456,0,0.838972561,0.291509706,0.637785432,0.61602249,-0.795162201,-0.733479083,-0.733444402,-0.634578871,-0.684814706,-0.490305266
104,최향남,1998,P,1,0.835014194,0.83254865,1.233591015,1.507662779,1.745815095,-0.383412175,0,1.581239277,1.492982084,1.007760475,1.15052682,-0.457794511,-0.417678176,-0.417678176,-0.293071309,-0.567044316,-1.12540596
105,노장진,2000,P,1,0.947649757,0.665901043,-0.32745867,1.550517509,1.151562592,-0.347496604,-0.490541704,1.27137525,1.163104147,2.682203827,1.162053551,-0.406217817,-0.447269859,-0.447269859,-0.553358367,0.123758106,0.628055949
106,김용수,1997,P,1,1.011246272,0.880358142,-0.299275295,1.755264918,0.984078275,-0.381741456,0,1.942914795,1.892492824,0.742639363,1.84059092,-0.427710768,-0.415443536,-0.415404858,-0.308966808,-0.769963037,-0.881374725
107,김용수,1999,P,0,0.774860566,-0.372272808,-0.287479787,-0.266423856,1.298904282,3.971213638,0,-0.149301817,-0.764793382,-0.784443354,-0.146150137,-1.277543131,-1.361138102,-1.361138102,-1.286987656,-1.409690314,-1.004336416
108,강상수,1996,P,1,0.879224489,1.427553662,-0.425546406,1.045595135,1.708573331,-0.220467391,0,1.80353318,2.395099549,1.293718105,1.185628135,-0.093594423,-0.116844977,-0.116796529,-0.252527692,-0.644935928,-0.158685716
109,이경필,1998,P,1,0.787448988,0.83254865,2.826328782,1.086919678,1.018985953,-0.383412175,0,1.160325762,0.65956308,0.598232314,0.773112233,-0.787497826,-0.578882861,-0.578882861,-0.460540628,-0.957845129,-0.824792471
110,김진웅,2000,P,1,0.891334088,1.74360931,3.028992695,2.465211291,0.851473188,-0.195389549,-0.490541704,1.984124198,2.393104885,1.753290024,1.967926669,-0.019409222,-0.191286361,-0.191286361,-0.303397973,-0.28894098,-0.21643573
111,김상진,1997,P,1,0.93324941,0.880358142,1.612761313,1.755264918,1.246043557,-0.381741456,0,1.148308388,0.776656106,0.952347225,1.501880503,-0.634725659,-0.546696302,-0.546659273,-0.442171743,-1.093526695,-0.596960573
112,기론,1999,P,0,0.71539338,1.20825385,-0.287479787,0.1662914,-0.876423304,-0.027539623,0,-0.056838311,-0.57111402,0.108899195,0.061627277,-1.087981841,-1.133755814,-1.133755814,-1.134771576,-0.559403063,-0.888873512
113,이상훈,1996,P,0,0.80824732,-0.509840594,-0.425546406,-0.28128255,-0.360381932,1.799171385,0,0.392600075,-0.168668982,0.498656844,0.983793977,-0.974527617,-0.999864945,-0.999832962,-0.925438841,-1.042305954,-1.118572377
114,정명원,1997,P,0,0.900750718,0.222947841,-0.299275295,-0.512774021,1.508008838,3.856905051,0,0.744238464,0.534082906,-0.463180843,0.537858548,-0.531218214,-0.703189984,-0.703154922,-0.654312935,-0.684814706,-1.272444184
115,조규제,1996,P,0,0.796417792,-0.509840594,-0.425546406,0.161010012,0.230748143,4.043214469,0,-0.337571532,-0.989074912,-0.239614327,0.51284761,-1.424234771,-1.62894453,-1.628924278,-1.609659422,-1.920216475,-1.081653659
