Rank,Name,Year,Position,Binary_SP,WAR_z,완투_z,완봉_z,승_z,패_z,세이브_z,홀드_z,이닝_z,자책점_z,4구_z,삼진_z,ERA_z,RA9_z,rRA9_z,rRA9pf_z,FIP_z,WHIP_z
3809,바리아,2024,P,1,0.377078617,-0.162486387,-0.137365106,0.773325524,1.325087232,-0.295808119,-0.553309889,0.80317667,1.1409202,-0.377515408,0.823023703,-0.170615834,-0.193387455,-0.268295572,-0.318914102,-1.103073192,-0.56215778
3810,최원태,2021,P,1,0.383168592,-0.231799522,-0.180871415,1.65165109,2.769138649,-0.249886066,-0.574566193,1.978633362,2.434925378,1.625817444,1.166596818,-0.149668436,0.093051519,-0.053483329,0.056902916,-0.301762629,-0.122412827
3811,김윤식,2023,P,1,0.330998674,-0.158918418,0,0.692434075,0.192963504,-0.288318083,-0.588359682,0.285529014,0.424417127,0.063696865,-0.162917091,-0.217733214,-0.499738804,-0.633235066,-0.50972597,-0.185347571,-0.077128927
3812,문승원,2021,P,1,0.377019111,-0.231799522,-0.180871415,-0.279664535,-0.342606257,-0.249886066,-0.574566193,-0.128717309,-0.578096552,-0.429813807,-0.321873357,-0.964202253,-0.805362929,-0.866243091,-0.91582936,-0.872319237,-1.028602416
3813,최준용,2023,P,0,0.319116369,-0.158918418,0,-0.41327093,-0.158195305,-0.288318083,1.709818743,-0.326655609,-0.878144829,-0.410341908,-0.21527867,-1.22521779,-1.271982401,-1.255350226,-1.304154823,-0.947536541,-0.263716271
3814,이재학,2021,P,1,0.364720148,7.613722751,5.503658759,0.823944393,1.040391479,-0.249886066,-0.574566193,0.616786316,1.113424532,1.567085123,0.483364607,0.143942591,0.017066217,-0.268350853,-0.347227402,0.839350587,-0.094094402
3815,전상현,2024,P,0,0.346762297,-0.162486387,-0.137365106,1.910180142,0.624241586,1.095414441,2.599090247,0.194835491,-0.052617009,-0.23322063,0.116295596,-0.673179472,-0.762523526,-0.671207432,-0.623948964,-0.843175331,-1.380187714
3816,스트레일리,2023,P,1,0.301292911,-0.158918418,0,-0.136844679,0.544122312,-0.288318083,-0.588359682,0.419302691,0.661246573,0.876334761,0.570145015,-0.132353165,-0.166396245,-0.275381213,-0.404172486,-0.064512735,-0.108226818
3817,최지광,2024,P,0,0.340699033,-0.162486387,-0.137365106,-0.079315438,-0.427026882,-0.295808119,0.608100687,-0.499416465,-1.142368375,-0.161073241,-0.27362336,-1.555036421,-1.717058827,-1.374064788,-1.441796057,-1.016440572,-1.263326294
3818,김태훈,2021,P,0,0.340122223,-0.231799522,-0.180871415,0.272139929,-0.342606257,1.633990198,2.069880719,0.188518276,-0.208076315,0.451171015,0.166149651,-0.793718431,-0.778544587,-0.707427965,-0.629178786,-1.013004428,-0.292323375
3819,홍건희,2024,P,0,0.316445977,-0.162486387,-0.137365106,0.204898216,-0.076604059,1.4929066,1.271763874,0.034623501,-0.675332075,0.704695428,-0.103033817,-1.317978101,-1.219624938,-0.854756169,-0.774255997,-0.047730361,-0.386865651
3820,주권,2021,P,0,0.32782326,-0.231799522,-0.180871415,-0.003762303,0.348892611,-0.249886066,4.185438249,-0.153642962,-0.472376485,-0.371081486,-0.639088312,-0.751097475,-0.845590442,-0.791506561,-0.854739893,-0.082918999,-0.518870772
3821,에르난데스,2024,P,1,0.316445977,-0.162486387,-0.137365106,-0.079315438,-0.427026882,-0.097062039,-0.387394093,-0.246327959,-0.519653309,-0.521810186,0.14066553,-0.706367637,-0.914890663,-1.065165696,-0.968770982,-1.197581505,-1.17568023
3822,한현희,2024,P,0,0.310382713,-0.162486387,-0.137365106,0.48911187,-0.076604059,-0.295808119,0.774016484,0.429348694,0.673883901,0.055368926,0.506214551,-0.151651169,-0.33679182,-0.384692332,-0.504587496,-0.685661475,-0.270004232
3823,앤더슨,2023,P,1,0.265645995,-0.158918418,0,0.139581572,1.24643993,-0.288318083,-0.588359682,0.394361836,0.306002404,0.13141669,0.413060278,-0.479565364,-0.188619082,-0.402006423,-0.359728914,-0.566442056,-0.699086741
3824,유영찬,2023,P,0,0.265645995,-0.158918418,0,0.692434075,-0.158195305,-0.123331531,1.38150754,0.144953286,-0.108449128,1.079494235,0.177433173,-0.661709468,-0.86085991,-0.809409271,-0.720832938,0.214336888,-0.357009943
3825,엄상백,2021,P,1,0.309374816,-0.231799522,-0.180871415,0.272139929,-0.688355691,-0.249886066,-0.574566193,-0.081131971,-0.155216281,0.157509408,-0.004658401,-0.376980199,-0.572937301,-0.688743833,-0.765455288,0.214083071,-0.68878132
3826,구승민,2021,P,0,0.303225335,-0.231799522,-0.180871415,0.823944393,0.694642045,-0.249886066,2.951363023,0.143198907,0.161943922,0.333706372,0.483364607,-0.268059979,-0.470133657,-0.515915608,-0.629178786,-0.708186515,-0.858691868
3827,오승환,2022,P,0,0.229020594,-0.174088538,-0.122172453,0.706252939,-0.437378628,4.917397549,-0.2570689,-0.091233017,-0.319305383,-0.67370465,0.014579222,-0.665157952,-0.749978719,-0.607543444,-0.743733567,-0.334139022,-0.698745775
3828,페냐,2022,P,1,0.217696472,-0.174088538,-0.122172453,0.427865858,0.172847224,-0.297496751,-0.583225068,0.120001563,0.042811895,0.488191775,0.503958929,-0.423822716,-0.32729034,-0.530588483,-0.517495693,-0.819993467,-0.317534117
3829,백정현,2022,P,1,0.212034412,-0.174088538,-0.122172453,0.149478777,2.918863557,-0.297496751,-0.583225068,1.300430093,2.370708685,0.966619715,0.457351338,0.511351321,0.284495471,0.129025472,0.056375988,1.016371639,0.236955567
3830,브랜든,2022,P,1,0.212034412,-0.174088538,-0.122172453,0.427865858,-0.132265702,-0.297496751,-0.583225068,0.074441163,-0.060650185,0.078110684,-0.24176253,-0.496223287,-0.53307284,-0.651517708,-0.589229653,-0.029450641,-0.80271259
3831,이우찬,2022,P,0,0.20071029,-0.174088538,-0.122172453,0.427865858,-1.04760448,-0.297496751,-0.2570689,-0.356311704,-0.940077861,-0.126929862,-0.195154938,-1.576198465,-1.650972368,-1.399080189,-1.35071323,-0.795289004,-1.183924248
3832,김원중,2023,P,0,0.218116773,-0.158918418,0,0.416007824,0.895281121,4.661278463,-0.588359682,0.036120464,-0.404485936,0.063696865,0.884314489,-0.929233621,-0.960862678,-0.556158852,-0.648612133,-1.923510221,-1.010065648
3833,김진성,2022,P,0,0.20071029,-0.174088538,-0.122172453,0.706252939,-0.132265702,-0.297496751,1.373711936,-0.070523744,-0.371036423,-0.058583013,0.084490609,-0.797892331,-0.955761219,-0.942847204,-0.859611503,-0.515305086,-1.114613037
3834,김대유,2022,P,0,0.20071029,-0.174088538,-0.122172453,-0.407295385,-0.742491554,-0.297496751,1.53679002,-0.459858066,-0.940077861,-0.537010953,-0.334977712,-1.437430705,-1.378449598,-1.541996546,-1.472109163,-0.515305086,-0.698745775
3835,서진용,2021,P,0,0.260178965,-0.231799522,-0.180871415,1.099846626,0.694642045,1.291467241,-0.04567681,0.25649733,-0.102356247,1.038494229,0.410161155,-0.73689049,-0.733847351,-0.543941806,-0.596284458,0.065582036,-0.179049676
3836,산체스,2024,P,1,0.249750073,-0.162486387,-0.137365106,-0.363529093,-0.076604059,-0.295808119,-0.553309889,-0.104691273,-0.31208162,-0.161073241,0.165035465,-0.611544309,-0.59671223,-0.783127393,-0.743310432,-1.12670027,-0.270004232
3837,정해영,2023,P,0,0.212175621,-0.158918418,0,-0.136844679,0.192963504,3.506372602,-0.42420408,-0.28357595,-0.700522744,-0.274902259,-0.477086565,-0.957693637,-1.021975481,-0.886485485,-0.881940887,-0.176052584,-0.108226818
3838,우규민,2024,P,0,0.249750073,-0.162486387,-0.137365106,0.204898216,-0.777449704,-0.097062039,0.110353297,-0.336882562,-0.986689608,-1.531873633,-0.249253426,-1.431766095,-1.412324552,-1.25319123,-1.309172204,-2.158416023,-1.409403068
3839,김태경,2022,P,0,0.195048229,-0.174088538,-0.122172453,-0.128908304,-0.437378628,-0.297496751,-0.420146984,-0.358382631,-0.577960582,-0.126929862,-0.45149669,-0.707391618,-0.961322908,-1.0088086,-1.096885371,0.448168983,-0.594778959
3840,이재학,2024,P,1,0.231560281,-0.162486387,-0.137365106,-0.079315438,3.077201345,-0.295808119,-0.553309889,1.079484305,1.711742344,1.354021929,1.164202789,0.004807322,-0.085834182,-0.174282805,-0.111136733,-0.055606054,-0.50372707
3841,발라조빅,2024,P,1,0.225497017,-0.162486387,-0.137365106,-0.363529093,0.974664409,-0.295808119,-0.387394093,-0.01413667,-0.208295776,0.343958483,0.481844617,-0.592579643,-0.663933026,-0.751789804,-0.637211349,-1.599241836,-0.50372707
3842,김영규,2022,P,0,0.166737926,-0.174088538,-0.122172453,-0.407295385,1.088186002,-0.129274354,1.53679002,0.095150436,-0.112381224,-0.058583013,-0.101939756,-0.610857524,-0.794472232,-0.580059529,-0.660963613,-0.185912242,-0.975990616
3843,김영규,2023,P,0,0.176528705,-0.158918418,0,-0.41327093,0.192963504,-0.288318083,3.351374761,-0.009226545,-0.404485936,-0.071742785,-0.005832354,-0.878005592,-1.060865446,-0.7378385,-0.693055705,-0.873176641,-1.289946664
3844,최원준,2024,P,1,0.213370489,-0.162486387,-0.137365106,0.773325524,1.325087232,-0.295808119,-0.553309889,1.216477166,2.490136176,0.776842817,0.554954421,0.450476963,0.178567615,-0.151898812,-0.075770372,0.645330602,-0.474511716
3845,김재윤,2024,P,0,0.213370489,-0.162486387,-0.137365106,0.204898216,1.675510054,1.89039876,3.594585026,0.194835491,-0.052617009,0.127516316,0.043185791,-0.673179472,-0.453307866,-0.442890711,-0.575320218,0.346054277,-1.029603456
3846,이용찬,2021,P,0,0.217132596,-0.231799522,-0.180871415,-0.555566768,0.003143177,2.49029759,-0.04567681,-0.425559177,-0.948116789,-0.840940057,-0.248669905,-1.281491588,-1.207638055,-0.992360985,-1.070902621,-1.403796626,-1.48169721
3847,이준영,2022,P,0,0.155413804,-0.174088538,-0.122172453,-0.685682466,-0.742491554,-0.129274354,2.189102355,-0.316964086,-0.629691622,0.214804381,-0.195154938,-0.912526568,-0.933514462,-1.063776429,-1.052741396,-0.408252412,-0.040289275
3848,최원준,2023,P,1,0.170587552,-0.158918418,0,-0.136844679,2.299916356,-0.288318083,-0.588359682,1.033754665,1.845393806,0.266856339,0.596325805,0.186399018,-0.055282058,-0.159766892,-0.12640016,0.121387014,-0.450303615
3849,오원석,2023,P,1,0.170587552,6.261385669,0,1.245286578,2.299916356,-0.288318083,-0.588359682,1.872674333,3.325577847,3.043369151,1.041399226,0.357159115,0.333617595,0.170559742,0.073595915,0.428121599,0.171654199
3850,진해수,2022,P,0,0.149751744,-0.174088538,-0.122172453,0.149478777,-1.04760448,-0.297496751,1.373711936,-0.339744286,-0.784884741,-0.810398347,-0.358281508,-1.220228993,-1.322832706,-1.25066705,-1.152065341,-1.198795238,-1.218579853
3851,심재민,2021,P,0,0.210983115,-0.231799522,-0.180871415,-0.831469,-0.688355691,-0.249886066,-0.398269732,-0.217090079,-0.630956586,-0.840940057,-0.248669905,-0.949995267,-1.113773859,-1.062426482,-1.10379695,-0.927030145,-1.255149813
3852,최준호,2024,P,1,0.201243961,-0.162486387,-0.137365106,-0.079315438,0.974664409,-0.295808119,-0.553309889,0.336472178,0.518205134,0.488253261,0.213775335,-0.194321666,-0.265089637,-0.407076324,-0.385226029,0.164913343,-0.708234554
3853,윤대경,2023,P,0,0.158705247,-0.158918418,0,0.416007824,-0.860512922,-0.288318083,-0.260048478,-0.326655609,-0.878144829,-0.342622083,-0.529448144,-1.22521779,-0.955306969,-1.194790343,-1.254155804,0.530366461,-1.13445721
3854,윤중현,2021,P,0,0.198684152,-0.231799522,-0.180871415,0.548042161,1.040391479,-0.249886066,-0.221973271,0.598658568,0.479104125,0.333706372,-0.297472206,-0.46222211,-0.264526371,-0.371113581,-0.314333074,0.542348517,-0.207368101
3855,정우영,2022,P,0,0.132765562,-0.174088538,-0.122172453,-0.407295385,-0.132265702,-0.297496751,5.124507861,-0.070523744,-0.526229543,0.624885473,-0.24176253,-1.075427852,-1.217160611,-0.679001622,-0.655445616,0.085836854,-0.282878512
3856,주권,2022,P,0,0.132765562,-0.174088538,-0.122172453,-0.128908304,-0.132265702,-0.129274354,1.862946188,-0.232056069,-0.267574344,-1.015438893,-0.45149669,-0.30918848,-0.594251422,-0.909866506,-0.925827466,-0.770584541,-0.560123354
3857,김명신,2023,P,0,0.146822941,-0.158918418,0,-0.136844679,-0.158195305,-0.123331531,3.351374761,0.394361836,0.246795042,0.199136514,0.439241068,-0.542177399,-0.694188631,-0.616718734,-0.50972597,-0.947536541,-0.823478303
3858,박시영,2021,P,0,0.192534671,-0.231799522,-0.180871415,-0.003762303,0.003143177,-0.249886066,1.540991337,-0.2442817,-0.789536688,-0.606010771,0.141748501,-1.182042692,-0.975212427,-0.940979621,-0.967520447,-1.364717406,-1.566652484
3859,알드레드,2024,P,1,0.183054169,3.330970931,7.246009327,-0.079315438,-0.427026882,-0.295808119,-0.553309889,-0.334560649,-0.467760387,-0.449662797,0.067555726,-0.464568151,-0.49812173,-0.854756169,-0.853830309,-1.252711355,-1.029603456
3860,서진용,2022,P,0,0.127103501,-0.174088538,-0.122172453,0.98464002,-0.132265702,3.235173581,1.373711936,0.117930635,0.146273975,0.898272867,0.107794404,-0.248854671,-0.388468921,-0.453633521,-0.583711656,-0.045920283,0.098333146
3861,알칸타라,2024,P,1,0.176990906,-0.162486387,-0.137365106,-0.363529093,-0.427026882,-0.295808119,-0.553309889,0.150719146,0.154954679,-0.088925852,-0.371103099,-0.355521324,-0.520528661,-0.559287471,-0.451537955,0.49569244,-1.088034166
3862,김재웅,2023,P,0,0.128999483,-0.158918418,0,-0.41327093,-0.158195305,0.701601226,2.36644115,-0.054573554,0.009965596,-0.00402296,-0.058193933,-0.217733214,-0.416403164,-0.671773173,-0.63750124,-0.854586666,-0.543597287
3863,라미레즈,2022,P,1,0.110117319,-0.174088538,-0.122172453,-0.407295385,0.783073076,-0.297496751,-0.583225068,0.07651209,0.146273975,0.966619715,-0.07863596,-0.1764541,-0.238303313,-0.453633521,-0.407135754,0.341116309,-0.352189722
3864,곽도규,2024,P,0,0.158801114,-0.162486387,-0.137365106,0.204898216,-0.427026882,0.101684041,2.101342857,-0.055931102,-0.467760387,0.776842817,0.359994943,-0.924461291,-0.977630073,-0.662253835,-0.685840095,-0.795921174,-0.679019199
3865,송명기,2021,P,1,0.167936745,-0.231799522,-0.180871415,1.375748858,2.077639781,-0.249886066,-0.574566193,1.525439669,2.857805649,1.919479051,1.386207172,0.480174573,0.303128529,0.11000283,0.085098054,-0.192340814,0.302363543
3866,김태훈,2024,P,0,0.15273785,-0.162486387,-0.137365106,-0.079315438,-0.427026882,-0.295808119,3.262753433,-0.127910402,-0.415867464,-0.305368019,-0.297993295,-0.734814635,-0.865595413,-0.7652202,-0.783097588,-0.07135744,-0.912742037
3867,이승진,2021,P,0,0.149488301,-0.231799522,-0.180871415,-0.555566768,0.348892611,0.092636891,1.717287798,-0.174036678,-0.313796383,0.333706372,-0.419477958,-0.466957772,-0.407557527,-0.852229992,-0.784252047,0.268793979,-0.179049676
3868,김민수,2021,P,0,0.149488301,-0.231799522,-0.180871415,0.272139929,-0.342606257,-0.249886066,1.364694876,0.0502942,-0.419516451,-0.077419878,0.239353103,-0.921581297,-0.67127122,-0.567296972,-0.605682837,-1.224032215,-0.490552347
3869,임창민,2023,P,0,0.093352567,-0.158918418,0,-0.41327093,-0.509354114,4.001332257,-0.42420408,-0.349329113,-0.878144829,-0.478061733,-0.21527867,-1.191065771,-1.127533958,-0.781882051,-0.743054724,-0.780226767,-0.170422599
3870,이인복,2021,P,0,0.131039857,-0.231799522,-0.180871415,-0.003762303,-1.034105125,-0.249886066,-0.398269732,0.120539222,0.056223854,-0.664743093,-0.004658401,-0.372244537,-0.371799738,-0.202956389,-0.262641986,-0.747265734,-0.292323375
3871,이재학,2023,P,1,0.081470262,-0.158918418,0,0.416007824,0.544122312,-0.288318083,-0.588359682,0.124547132,0.365209765,0.605455462,-0.136736302,-0.035589109,-0.171951954,-0.330435652,-0.320840788,0.576841398,-0.636890959
3872,최지강,2024,P,0,0.116358266,-0.162486387,-0.137365106,-0.079315438,-0.777449704,-0.097062039,1.93542706,-0.176670572,-0.675332075,0.055368926,-0.103033817,-1.076178615,-1.183773847,-0.751789804,-0.703523276,-0.055606054,-0.50372707
3873,크로우,2024,P,1,0.110295002,-0.162486387,-0.137365106,0.48911187,-0.777449704,-0.295808119,-0.553309889,-0.406539949,-0.77911792,-0.810399742,-0.151773687,-0.919720124,-0.816300163,-0.930861742,-0.840567924,-1.733128613,-0.883526682
3874,황준서,2024,P,0,0.104231738,-0.162486387,-0.137365106,-0.363529093,1.675510054,-0.295808119,-0.387394093,0.334150265,0.621990979,2.003348431,0.506214551,-0.061569007,-0.251645478,-0.263818774,-0.305651717,0.330302892,0.606456411
3875,전상현,2022,P,0,0.053496712,-0.174088538,-0.122172453,0.427865858,0.47796015,0.038948043,2.026024271,-0.316964086,-0.526229543,-0.468664104,0.061186813,-0.677224714,-0.610936489,-0.80542763,-0.798913537,-1.65994522,-0.73340138
3876,김진성,2024,P,0,0.098168474,-0.162486387,-0.137365106,-0.079315438,-0.076604059,-0.097062039,3.92641662,0.29003392,-0.000724087,-0.016778463,0.286885139,-0.730073469,-0.767004913,-0.53242668,-0.433854775,-0.063481747,-1.17568023
3877,김도현,2024,P,0,0.098168474,-0.162486387,-0.137365106,0.204898216,0.974664409,-0.295808119,-0.055562499,0.403807652,0.518205134,0.56040065,0.238145269,-0.279662661,-0.296459342,-0.268295572,-0.305651717,0.046777952,-0.123927458
3878,홍건희,2023,P,0,0.063646804,-0.158918418,0,-0.689697182,0.544122312,3.341386051,0.232418327,-0.009226545,-0.404485936,-0.00402296,0.360698699,-0.878005592,-0.571963025,-0.7378385,-0.615279454,-1.142731277,-0.108226818
3879,이용찬,2023,P,0,0.057705651,-0.158918418,0,0.139581572,0.192963504,4.496291911,-0.588359682,-0.013761246,0.009965596,-0.342622083,0.072710014,-0.268961243,-0.549740188,-0.506609857,-0.515281416,-0.594327018,-1.041163538
3880,송명기,2022,P,1,0.04217259,-0.174088538,-0.122172453,0.427865858,1.088186002,-0.297496751,-0.583225068,0.948372461,1.387818929,2.128516141,1.296287979,0.052814374,0.345674052,0.057567293,0.028786004,0.299942203,0.410233593
3881,홍성민,2021,P,0,0.087993488,-0.231799522,-0.180871415,-0.003762303,0.348892611,-0.249886066,1.893584259,-0.33265447,-0.472376485,-0.782207736,-0.468280259,-0.46222211,-0.555058406,-0.735454164,-0.826544755,-0.575317167,0.047497721
3882,김명신,2022,P,0,0.025186408,-0.174088538,-0.122172453,-0.128908304,-0.132265702,-0.297496751,1.047555769,0.368512832,0.249736054,0.146457533,0.247617178,-0.484156525,-0.694361827,-0.558072397,-0.39609976,-0.556479192,-0.698745775
3883,황동재,2024,P,0,0.067852154,-0.162486387,-0.137365106,-0.647742747,-0.427026882,-0.295808119,-0.553309889,-0.362423604,-0.623439153,-0.377515408,-0.468582838,-0.682661805,-0.793893231,-0.809988184,-0.822884743,-0.512396235,-0.825095973
3884,이승현,2024,P,0,0.06178889,-0.162486387,-0.137365106,0.773325524,-0.427026882,-0.097062039,0.93993228,0.05784263,-0.052617009,-0.016778463,0.043185791,-0.488273983,-0.64600748,-0.451844308,-0.570899423,-0.504520542,-0.299219587
3885,임찬규,2022,P,1,0.013862287,-0.174088538,-0.122172453,0.706252939,2.308637706,-0.297496751,-0.583225068,0.865535371,1.594743088,1.103313412,0.573870316,0.37258356,0.128768173,-0.13482011,0.067411982,0.094071676,0.029021935
3886,이정용,2023,P,0,0.004235277,-0.158918418,0,0.968860327,-0.509354114,0.206641572,-0.42420408,0.557611069,0.720453935,-0.342622083,0.046529225,-0.257577237,-0.249731885,-0.198304999,-0.165288285,-0.557147068,-0.450303615
3887,조현우,2021,P,0,0.044947118,-0.231799522,-0.180871415,-0.831469,-1.034105125,-0.249886066,0.483212572,-0.561517285,-0.948116789,-1.075869343,-0.785495214,-1.082593796,-1.109304136,-1.230583674,-1.26826859,-0.973925209,-1.396741936
3888,박진,2024,P,0,0.03147257,-0.162486387,-0.137365106,-0.363529093,0.273818764,-0.097062039,-0.553309889,-0.197567789,-0.363974542,-0.882547131,-0.346733165,-0.535685647,-0.426419547,-0.474228301,-0.615107374,-0.819548252,-0.50372707
3889,김상수,2024,P,0,0.03147257,-0.162486387,-0.137365106,1.341752833,0.273818764,0.101684041,2.267258653,0.36201322,0.154954679,0.199663705,0.165035465,-0.644732474,-0.525010048,-0.24591158,-0.323334897,-0.725039939,-0.854311328
3890,한현희,2022,P,1,-0.008785956,-0.174088538,-0.122172453,0.706252939,0.172847224,-0.297496751,-0.583225068,0.327094287,0.715315412,0.078110684,0.201009587,0.197615515,0.067589592,-0.167800808,-0.158825892,0.12701096,-0.282878512
3891,최준용,2022,P,0,-0.008785956,-0.174088538,-0.122172453,-0.128908304,0.172847224,2.057616804,0.395243434,0.198696798,0.249736054,-0.19527671,0.690389294,-0.218687766,-0.299481894,-0.22826542,-0.362991779,-0.572948834,-1.010646222
3892,원종현,2022,P,0,-0.014448017,-0.174088538,-0.122172453,0.427865858,-1.04760448,-0.129274354,1.53679002,0.035093545,-0.319305383,-0.400317256,-0.008724574,-0.870292902,-1.028063178,-0.437143172,-0.506459699,-0.622357761,-1.114613037
3893,서준원,2022,P,0,-0.014448017,-0.174088538,-0.122172453,-0.128908304,-0.132265702,-0.297496751,-0.2570689,-0.029105199,0.249736054,0.009763836,-0.125243552,0.227782419,-0.099261083,-0.316213947,-0.462315724,-0.358843485,0.029021935
3894,박상원,2024,P,0,0.025409306,-0.162486387,-0.137365106,-0.079315438,-0.076604059,0.101684041,2.101342857,0.199479317,0.154954679,-0.088925852,0.384364878,-0.436121152,-0.417456775,-0.420506719,-0.43827557,-1.402349517,-1.23411094
3895,송명기,2023,P,0,-0.013588181,-0.158918418,0,0.139581572,1.948757547,-0.288318083,-0.588359682,0.9634668,1.667771721,1.553533008,0.439241068,0.129478985,0.222503408,0.071461752,0.084706808,0.874280996,-0.139324708
3896,장현식,2022,P,0,-0.025772138,-0.174088538,-0.122172453,-0.407295385,-0.132265702,-0.129274354,2.515258522,-0.194779379,-0.474498503,0.214804381,-0.24176253,-0.785825569,-0.844527435,-0.580059529,-0.567157665,-0.144738136,0.271611172
3897,최성영,2023,P,1,-0.025470486,-0.158918418,0,0.416007824,0.192963504,-0.288318083,-0.588359682,0.104140978,0.483624489,0.537735638,-0.267640249,0.146554995,-0.066393477,-0.225832218,-0.231953644,0.725561197,0.389339433
3898,문성현,2022,P,0,-0.031434199,-0.174088538,-0.122172453,-0.964069547,-0.742491554,1.889394407,0.884477685,-0.420510449,-0.629691622,-0.605357802,-0.428192894,-0.695324856,-0.833404057,-0.821917979,-0.815467528,-0.449426517,-1.045301827
3899,문승원,2024,P,0,-0.004907014,-0.162486387,-0.137365106,0.773325524,-0.777449704,3.67911348,0.442184891,0.055520717,-0.052617009,0.055368926,0.091925661,-0.47879165,-0.49812173,-0.33097075,-0.469221136,-0.07135744,-0.270004232
3900,유영찬,2024,P,0,-0.004907014,-0.162486387,-0.137365106,1.057539179,0.624241586,4.87158996,-0.387394093,0.12982193,-0.519653309,0.488253261,0.676804095,-1.204190108,-1.197218006,-0.483181897,-0.394067619,-1.725252921,-0.532942425
3901,윤산흠,2022,P,0,-0.042758321,-0.174088538,-0.122172453,-0.685682466,-0.742491554,-0.297496751,-0.093990817,-0.584113701,-0.888346821,0.488191775,-0.101939756,-1.057327709,-0.983569665,-1.113247476,-1.13551135,-0.745880077,0.375577988
3902,이재학,2022,P,1,-0.048420381,-0.174088538,-0.122172453,-0.128908304,1.393298928,-0.297496751,-0.583225068,0.612882247,1.077432691,2.128516141,0.503958929,0.197615515,0.312303917,0.05207051,0.012232013,0.151715423,-0.144256091
3903,백정현,2024,P,1,-0.010970278,-0.162486387,-0.137365106,0.773325524,0.624241586,-0.295808119,-0.553309889,0.478108864,1.089027278,0.271811094,0.165035465,0.208677477,0.156160683,0.076417908,-0.124399118,0.157037651,0.168226089
3904,송영진,2024,P,1,-0.017033542,-0.162486387,-0.137365106,0.48911187,2.3763557,-0.295808119,-0.553309889,0.96338866,1.711742344,2.003348431,0.433104747,0.137559981,0.286120888,0.031649924,-0.022720831,0.062529337,0.080580025
3905,김재웅,2021,P,0,-0.010398214,-0.231799522,-0.180871415,-0.831469,-0.688355691,-0.078624588,1.364694876,-0.060738255,-0.313796383,0.451171015,0.044143899,-0.642177255,-0.595285919,-0.53459974,-0.483503904,-0.129814063,-0.037457553
3906,파슨스,2022,P,1,-0.054082442,-0.174088538,-0.122172453,-0.685682466,-0.437378628,-0.297496751,-0.583225068,-0.381162831,-0.526229543,-0.126929862,-0.171851143,-0.520356811,-0.555319597,-0.689995188,-0.633373629,-0.334139022,-0.629434564
3907,이우찬,2023,P,0,-0.072999708,-0.158918418,0,-0.689697182,-0.158195305,-0.288318083,0.232418327,-0.5329845,-0.759730106,-0.410341908,-0.477086565,-0.616173442,-0.888638457,-1.156252236,-1.054159729,-0.575737043,-0.419205724
3908,배재준,2022,P,0,-0.076730685,-0.174088538,-0.122172453,-0.964069547,-0.742491554,-0.297496751,-0.583225068,-0.627603173,-0.991808901,-0.537010953,-0.637927055,-1.280562802,-1.011378111,-1.305634879,-1.201727313,-0.457661339,-0.975990616
3909,이민우,2024,P,0,-0.047349861,-0.162486387,-0.137365106,-0.363529093,-0.777449704,-0.097062039,1.105848077,-0.060574928,-0.415867464,-0.016778463,-0.005554078,-0.829637963,-0.883520959,-0.433937115,-0.504587496,-0.662034397,-0.50372707
3910,심재민,2023,P,0,-0.07894086,6.261385669,0,-0.136844679,-0.860512922,-0.288318083,0.396573929,-0.326655609,-0.463693297,-0.410341908,-0.503267355,-0.468181357,-0.433070292,-0.44054453,-0.543058649,-0.40842727,0.171654199
3911,오승환,2023,P,0,-0.07894086,-0.158918418,0,0.139581572,0.544122312,4.661278463,-0.260048478,0.01344696,-0.226863851,-0.613501382,-0.110555512,-0.656017465,-0.771968561,-0.319424764,-0.376395253,0.139976989,-1.13445721
3912,류진욱,2021,P,0,-0.041145621,-0.231799522,-0.180871415,-0.555566768,-1.034105125,-0.078624588,0.659509033,-0.287335101,-0.895256756,-0.194884521,-0.346274507,-1.333583867,-1.010970216,-0.679401767,-0.718463391,-0.52060626,-0.348960224
3913,구승민,2023,P,0,-0.084882013,-0.158918418,0,-0.41327093,0.895281121,0.206641572,3.023063557,0.036120464,0.009965596,0.334576164,0.465421857,-0.365725298,-0.333067524,-0.297402989,-0.359728914,-0.724456842,-0.108226818
3914,주승우,2024,P,0,-0.053413125,-0.162486387,-0.137365106,0.204898216,0.974664409,2.486637,0.276269094,-0.148807618,-0.31208162,-0.377515408,-0.151773687,-0.549909146,-0.767004913,-0.662253835,-0.517849882,-0.843175331,-0.854311328
3915,진해수,2021,P,0,-0.047295102,-0.231799522,-0.180871415,-0.555566768,-1.034105125,-0.249886066,0.306916111,-0.264675416,-0.789536688,-0.429813807,-0.151065304,-1.163100045,-0.863469336,-0.940979621,-0.774853668,-0.989556897,-0.63214447
3916,이준영,2023,P,0,-0.090823166,-0.158918418,0,-0.689697182,-1.211671731,-0.288318083,1.053196336,-0.644084672,-0.93735219,-0.071742785,-0.477086565,-0.792625543,-1.060865446,-0.991088919,-0.954161692,-0.650096943,-0.170422599
3917,주현상,2021,P,0,-0.053444583,-0.231799522,-0.180871415,-0.279664535,-0.342606257,-0.249886066,0.130619651,-0.128717309,-0.366656417,-0.253616843,-0.297472206,-0.623234609,-0.729377628,-0.483218376,-0.488203094,0.010871128,-0.63214447
