Rank,Name,Year,Position,Binary_SP,WAR_z,경기_z,경기(선발)_z,경기(구원)_z,경기(마무리)_z,완투_z,완봉_z,승_z,패_z,세이브_z,홀드_z,이닝_z,자책점_z,실점_z,rRA_z,상대 타자 수_z,피안타_z,피홈런_z,4구_z,몸에 맞는 공_z,고의사구_z,삼진_z,보크_z,폭투_z,ERA_z,RA9_z,rRA9_z,rRA9pf_z,FIP_z,WHIP_z
69,위재영,1998,P,1,1.2452641,-0.358342258,1.580926506,-1.139724865,-0.847131796,-0.51538726,-0.359146751,1.71803433,0.776709573,-0.383412175,0,1.417246999,0.98367047,1.180094238,1.180094238,1.41833421,1.161265893,1.973486934,1.929198837,-0.995783754,-1.062699143,1.394736259,2.400609636,-0.753495305,-0.716385347,-0.585331048,-0.585331048,-0.557157543,-0.035120988,-0.438289414
70,위재영,2000,P,0,1.373145922,1.800882781,-0.940191094,2.028382122,4.605315324,-0.411807224,-0.32745867,-0.278870056,-0.648973833,5.584678511,-0.490541704,-0.052301369,-0.915172963,-0.960879508,-0.960879508,-0.189815795,-0.334271875,-0.961891583,-0.348988583,-0.689655423,0.606897325,0.38060083,-0.463252589,-0.064934206,-1.735872361,-1.821789946,-1.821789946,-1.791798501,-1.733387783,-1.302210747
71,박충식,1996,P,0,1.287343209,0.259371116,-0.733562201,0.696492098,2.37928822,0.458856534,-0.425546406,0.824448854,-0.655946969,2.247980002,0,0.211429676,-0.578871947,-0.566320034,-0.566320034,0.039133873,-0.093385355,-0.426070515,-1.205045859,0.558559079,0.534983662,0.109179296,1.554235216,-0.577445179,-1.301027332,-1.340375913,-1.34035028,-1.355197223,-1.411952489,-2.041540319
72,이대진,2000,P,0,1.329344846,0.598569277,-0.175063937,0.599316723,2.185865095,0.665901043,-0.32745867,0.864497172,0.551383783,1.629895101,-0.490541704,0.597318387,-0.066896592,-0.057780462,-0.057780462,0.573769416,0.381511526,0.490787793,0.57992522,-0.090166963,1.250417765,1.503939116,1.036222896,-0.064934206,-1.083132858,-1.098358321,-1.098358321,-1.178259352,-1.106402632,-0.699002404
73,전병호,1996,P,0,1.257769388,1.060680257,0.674649174,0.487727596,-0.415735845,-0.509840594,-0.425546406,-0.060136269,0.821878219,-0.444871699,0,0.559130441,0.0364325,-0.010961033,-0.010961033,0.62399438,0.374100613,-0.198032775,1.748038826,1.357836087,0.534983662,0.804385838,-0.350956339,0.250589417,-0.906763525,-0.999864945,-0.999832962,-1.032878437,-0.413906844,-0.084848281
74,강상수,1999,P,0,1.115445361,1.416699765,-0.813467178,1.647448122,3.502186663,-0.372272808,-0.287479787,0.1662914,0.755072385,2.804910604,0,0.017132494,-0.687321637,-0.685736871,-0.685736871,-0.064982017,-0.353562236,-0.452531459,0.064232068,0.29332347,2.799358144,0.269404691,-0.57116442,-0.132887579,-1.322676771,-1.361138102,-1.361138102,-1.358867471,-1.033601722,-1.004336416
75,정명원,1996,P,0,1.21636604,2.182513053,-0.950210105,2.505784456,4.323652787,-0.509840594,-0.425546406,0.824448854,0.230748143,5.38964032,0,0.35416999,-0.732698059,-0.520040117,-0.520040117,0.270357794,-0.157133442,-0.654108255,0.669027114,0.02570774,3.977862393,0.176457348,1.554235216,1.078624013,-1.565923327,-1.386546892,-1.38652212,-1.343887791,-0.848241523,-1.155491095
76,김상진,1999,P,1,1.061384282,0.027740914,2.252543914,-1.066419026,-0.677867344,-0.372272808,-0.287479787,1.680794798,0.755072385,-0.360769061,0,1.901538747,1.985453559,2.03130116,2.03130116,1.913770704,2.138718563,1.632099501,1.270244509,0.045126688,-0.781216226,1.885451243,-0.57116442,0.451817768,-0.469650965,-0.412996864,-0.412996864,-0.525907255,-0.698392325,-0.398156171
77,강상수,2000,P,0,1.229228101,1.517985486,-0.940191094,1.790204556,3.294779783,-0.411807224,-0.32745867,0.407150281,1.151562592,3.150965644,-0.490541704,-0.095066306,-1.042414419,-0.921614333,-0.921614333,-0.281639332,-0.629006217,-0.639073944,-0.446768984,-0.989399653,0.606897325,0.258498842,-0.463252589,-0.825592044,-1.929276659,-1.710492773,-1.710492773,-1.746351157,-1.455609552,-2.026060757
78,이광우,2000,P,1,1.222970805,0.032774687,1.683102015,-0.889293069,-0.536016412,1.74360931,3.028992695,1.550517509,-0.348884429,-0.195389549,-0.490541704,1.517782744,0.993448872,1.159439992,1.159439992,1.434010982,1.918340592,1.45924071,-0.055647382,0.509321496,-0.036623114,0.502702817,-0.463252589,-0.825592044,-0.76280699,-0.658734488,-0.658734488,-0.559039285,-0.304814022,-0.699002404
79,베이커,1998,P,1,1.066894576,-0.358342258,1.580926506,-1.139724865,-0.489707005,2.18048456,-0.359146751,2.138777431,0.534433192,-0.383412175,0,1.561195777,1.909691587,1.631993807,1.631993807,1.638746925,1.730261174,1.116180003,2.441109039,-0.473573251,0.563230546,0.617706227,-0.350650846,0.24033902,-0.134555967,-0.327403553,-0.327403553,-0.454099501,0.279690778,0.291771915
80,조웅천,2000,P,0,1.197941619,3.215369256,-0.940191094,3.219269956,1.883433816,-0.411807224,-0.32745867,0.864497172,0.551383783,0.86935983,5.395958748,0.375348,-0.278965685,-0.332636694,-0.332636694,0.220973717,-0.018485081,0.006561334,-0.544549384,0.509321496,0.606897325,1.06437196,-0.463252589,-0.445263125,-1.155659469,-1.248609505,-1.248609505,-1.172578434,-1.558784324,-1.865205199
81,유동훈,1999,P,1,0.996510988,0.548600483,1.406747751,-0.195933337,-0.027636721,0.417990521,-0.287479787,0.599006657,1.298904282,-0.027539623,0,1.457713918,1.559358963,1.439126205,1.439126205,1.500624532,1.389160428,2.18800109,1.270244509,3.519881639,0.651013522,0.754218657,-0.57116442,-1.009945598,-0.433544053,-0.490221037,-0.490221037,-0.580874173,0.478928483,-0.513619075
82,구대성,1998,P,0,1.049057623,1.818878033,-0.76317288,1.865427228,3.352609497,-0.51538726,-0.359146751,0.666176577,0.534433192,3.697426975,0,0.671993198,-0.127554869,0.111967986,0.111967986,0.580765894,0.062516385,-0.598433857,1.110142515,0.048637253,2.189160235,1.550142265,2.400609636,0.571617128,-1.155989767,-0.985118665,-0.985118665,-0.950066331,-1.923991582,-1.12540596
83,최용호,1999,P,1,0.985698772,0.432853912,1.723921312,-0.451958539,-0.677867344,0.417990521,-0.287479787,0.815364285,0.755072385,-0.360769061,0,1.439221217,1.210736111,1.160455637,1.160455637,1.461484368,0.939425547,0.798247117,2.744259715,2.52709451,-0.781216226,1.239032622,3.198520754,0.159465094,-0.654698891,-0.674701007,-0.674701007,-0.585102398,0.086488214,-0.340424719
84,손혁,1999,P,1,0.985698772,-0.261625514,1.723921312,-1.066419026,-0.584977255,0.417990521,-0.287479787,1.248079541,1.298904282,-0.360769061,0,1.219158073,1.017056749,0.88178507,0.88178507,1.226643386,1.351682521,1.076197911,1.046908871,0.789717034,-0.781216226,0.477182105,-0.57116442,-0.425240252,-0.641158799,-0.730474021,-0.730474021,-0.640069316,0.004729824,-0.311558993
85,김현욱,1998,P,0,1.037166322,2.412665385,-0.958514496,2.44536886,0.314498774,-0.51538726,-0.359146751,1.71803433,0.534433192,0.296727683,0,0.779499247,0.474358856,0.31737688,0.31737688,0.690972252,0.592270612,0.773257231,0.188704153,1.615268763,0.563230546,0.750911375,-0.350650846,-1.084773413,-0.645272867,-0.849706731,-0.849706731,-0.853449416,-0.567044316,-1.039516392
86,최상덕,2000,P,1,1.166655136,0.10349901,2.338925292,-1.187015027,-0.233585134,6.054442377,3.028992695,1.779190954,1.451651996,-0.347496604,-0.490541704,2.230531692,2.350691066,2.337395269,2.337395269,2.270088459,2.423599464,3.073328905,1.508839023,2.008042646,-0.036623114,1.967926669,-0.463252589,1.076052552,-0.243032941,-0.302583534,-0.302583534,-0.394292661,-0.082591437,-0.497932957
87,전승남,1997,P,1,1.219237904,0.268933071,1.082685855,-0.3587125,-0.528333971,0.222947841,-0.299275295,0.394441555,0.19818243,-0.381741456,0,0.89503968,0.534082906,0.349576995,0.349576995,0.879157019,0.947748555,1.143052372,0.113515777,0.293597258,0.399685344,0.61602249,1.465447277,-0.634080133,-0.639901032,-0.809201833,-0.809168103,-0.713515129,-0.412340048,-0.739167649
88,이상훈,1997,P,0,1.212738166,1.928123159,-0.910295268,2.15874277,4.33615385,-0.43446246,-0.299275295,1.30165713,0.460147712,5.219327143,0,0.162300439,-0.678783093,-0.640392118,-0.640392118,0.040596645,-0.36461941,-0.21411158,-0.201046015,-0.706808214,1.266927129,1.371607266,-0.494162454,-0.971669092,-1.250594962,-1.283731062,-1.283703295,-1.196999706,-2.106791832,-1.627961873
89,염종석,1999,P,1,0.91541937,-0.724611798,0.772400628,-1.015213985,-0.770757433,-0.372272808,-0.287479787,0.1662914,0.211240489,-0.360769061,0,0.198360966,-0.377434658,-0.372232483,-0.372232483,0.082880824,-0.035000029,-0.452531459,-0.15910357,-0.699463659,-0.065101352,-0.123063758,-0.57116442,-0.717592925,-1.083468476,-1.09943396,-1.09943396,-1.10094578,-0.796502393,-0.97547069
90,주형광,1998,P,1,0.95392721,-0.028460396,1.483255699,-0.823393066,0.046430181,3.52842047,1.233591015,1.297291229,0.534433192,-0.21337721,0,1.763452921,1.678186308,1.960648038,1.960648038,1.687237722,1.867604863,1.459102775,0.649423334,0.570847756,0.563230546,1.971958568,-0.350650846,0.24033902,-0.457794511,-0.243577117,-0.243577117,-0.293071309,-1.131534379,-0.738902903
91,김현욱,1996,P,0,1.033008354,1.861989397,-0.841886153,2.157843618,0.434923653,-0.509840594,-0.425546406,-0.060136269,-0.951512007,0.228341226,0,0.392600075,-0.117393612,-0.1960807,-0.1960807,0.410905668,0.522846149,-1.110183736,0.271496483,1.357836087,2.994182756,0.51284761,-0.350956339,-0.163427881,-0.919084269,-1.051807296,-1.051776282,-1.049842583,-1.411952489,-0.306360587
92,김정수,1996,P,0,1.02709359,1.140811171,-0.841886153,1.53155011,2.743856576,-0.509840594,-0.425546406,0.382156292,-0.360381932,3.594405852,0,-0.030130856,-0.732698059,-0.797719617,-0.797719617,-0.146752024,-0.603370048,-0.198032775,0.214706393,0.824984748,1.026823481,1.028646012,-0.350956339,-0.577445179,-1.301027332,-1.444260615,-1.444236919,-1.468291533,-1.679946227,-1.450840836
93,김기덕,1999,P,1,0.882982723,0.027740914,1.829645832,-0.861598864,-0.306306988,0.417990521,-0.287479787,-0.482781485,2.114652127,-0.194154342,0,1.363401142,1.288207856,1.195289458,1.195289458,1.370157319,1.932590076,0.937222514,-0.025102187,1.782504163,1.367128396,0.684959519,-0.57116442,-1.009945598,-0.546378154,-0.593186602,-0.593186602,-0.597787071,-0.632985614,-0.369290445
94,김경원,1997,P,0,1.121741827,1.330814727,-0.910295268,1.643808737,3.000804252,-0.43446246,-0.299275295,-0.285970127,-0.587713414,3.251384122,0,-0.069701432,-0.872841653,-0.855602795,-0.855602795,-0.166687941,-0.515219013,-0.989633838,-0.358326912,0.293597258,1.266927129,0.589967843,-0.494162454,-0.634080133,-1.328225547,-1.394791094,-1.394764722,-1.310470577,-1.945010003,-1.556858335
95,박정현,1999,P,0,0.877576615,0.374980627,0.560951588,0.060091866,0.529703814,0.417990521,-0.287479787,0.1662914,1.842736178,0.139075096,0,0.882590911,0.474754535,0.533446861,0.533446861,0.904824262,0.545907526,-0.035605267,1.314911636,1.037913817,0.651013522,0.038540898,-0.57116442,1.913581133,-0.808153269,-0.75192518,-0.75192518,-0.754231376,-0.019797693,-0.542484801
96,임선동,1997,P,1,1.121741827,-0.394742963,1.397367085,-1.102506102,-0.814480314,-0.43446246,-0.299275295,1.528461024,0.722112994,-0.381741456,0,1.130908248,0.922200025,0.736956213,0.736956213,1.114707686,1.205919302,0.561410678,0.270796674,2.044306833,-0.033935548,0.694186433,-0.494162454,-0.971669092,-0.520867469,-0.6678527,-0.667817195,-0.570443162,-0.514518045,-0.739167649
97,진필중,2000,P,0,1.041509205,2.1545044,-0.940191094,2.326104081,4.806936176,-0.411807224,-0.32745867,0.178476836,0.251294379,6.040999674,-0.490541704,-0.054337794,-0.830345326,-0.764553629,-0.764553629,-0.151153252,-0.292166969,-0.961891583,-0.300098383,-1.289143883,1.893938204,0.136396854,-0.463252589,1.076052552,-1.584775254,-1.471203851,-1.471203851,-1.428219746,-1.566720844,-1.101141299
98,염종석,1998,P,1,0.906362004,-0.292365886,1.678597314,-1.139724865,-0.489707005,2.18048456,-0.359146751,0.455805026,2.472644236,-0.383412175,0,1.400847771,1.53928314,1.467666691,1.467666691,1.41833421,1.337850636,-0.084049699,1.007760475,1.615268763,1.647183672,1.083924246,2.400609636,2.228007668,-0.283245697,-0.327403553,-0.327403553,-0.376805969,-1.01212302,-0.653013335
99,김태한,1997,P,0,1.089243134,1.529917538,-0.700507781,1.70102363,2.428511567,-0.43446246,-0.299275295,0.848049342,0.722112994,3.100003889,0,0.376902169,-0.290665973,-0.080844359,-0.080844359,0.356234539,-0.063420205,-0.020231015,1.371762949,0.293597258,0.833306236,0.876568965,-0.494162454,0.378686746,-0.991826348,-0.819298199,-0.819264596,-0.866454128,-0.488973545,-0.419201728
100,조웅천,1996,P,0,0.956116421,3.384476764,-0.950210105,3.54960697,1.407105936,-0.509840594,-0.425546406,0.382156292,0.230748143,0.228341226,0,0.299269869,-0.476321206,-0.427480283,-0.427480283,0.179681747,-0.178382804,-0.654108255,0.044336123,0.558559079,0.043143844,0.557699645,-0.350956339,-0.163427881,-1.239423612,-1.236491211,-1.236463641,-1.191210472,-1.291817365,-1.487759554
101,오봉옥,1996,P,1,0.944286893,0.579894773,0.99962103,-0.138565913,0.556446439,1.427553662,2.12773203,1.045595135,0.821878219,0.452745535,0,1.051401525,0.754287689,0.914637301,0.914637301,1.086442222,0.905334668,0.258042706,1.407298285,1.091410418,-0.448695975,0.78195982,1.554235216,-0.991462476,-0.654188274,-0.561240647,-0.561200486,-0.574846478,-0.423148007,-0.564791611
102,장성진,1999,P,0,0.823515537,1.532446336,-0.919191698,1.801063243,0.343923635,-0.372272808,-0.287479787,-0.699139113,-1.148339253,-0.194154342,0,-0.149301817,-0.842265126,-0.790238334,-0.790238334,-0.230240485,-0.316084329,-0.730482254,-0.427106334,0.29332347,1.367128396,-0.400100309,0.685397304,-0.717592925,-1.394890596,-1.361138102,-1.361138102,-1.286987656,-0.755623198,-0.917739238
103,최향남,1997,P,1,1.030745488,-0.32837536,1.082685855,-0.873646532,-0.528333971,0.222947841,1.612761313,0.848049342,-0.325748133,-0.381741456,0,0.838972561,0.291509706,0.39261913,0.39261913,0.803780806,0.84017741,-0.020231015,0.637785432,0.543698626,0.833306236,0.61602249,1.465447277,-0.634080133,-0.795162201,-0.733479083,-0.733444402,-0.634578871,-0.684814706,-0.490305266
104,최향남,1998,P,1,0.835014194,-0.226389513,1.776268122,-1.139724865,-0.668419401,0.83254865,1.233591015,1.507662779,1.745815095,-0.383412175,0,1.581239277,1.492982084,1.549830249,1.549830249,1.554990094,1.18088642,0.944718617,1.007760475,1.354163511,0.021253983,1.15052682,-0.350650846,-0.753495305,-0.457794511,-0.417678176,-0.417678176,-0.293071309,-0.567044316,-1.12540596
105,노장진,2000,P,1,0.947649757,-0.037949637,1.792405895,-1.008381852,-0.536016412,0.665901043,-0.32745867,1.550517509,1.151562592,-0.347496604,-0.490541704,1.27137525,1.163104147,1.159439992,1.159439992,1.405014075,1.349924362,0.975014251,2.682203827,-0.389911193,-0.680143554,1.162053551,-0.463252589,1.456381471,-0.406217817,-0.447269859,-0.447269859,-0.553358367,0.123758106,0.628055949
106,김용수,1997,P,1,1.011246272,0.003462658,2.026729544,-1.102506102,-0.623716086,0.880358142,-0.299275295,1.755264918,0.984078275,-0.381741456,0,1.942914795,1.892492824,1.899093867,1.899093867,1.91086894,1.937403085,1.724694065,0.742639363,0.793799994,0.833306236,1.84059092,-0.494162454,0.041097786,-0.427710768,-0.415443536,-0.415404858,-0.308966808,-0.769963037,-0.881374725
107,김용수,1999,P,0,0.774860566,0.895840196,-0.602018137,1.084192676,2.944846129,-0.372272808,-0.287479787,-0.266423856,1.298904282,3.971213638,0,-0.149301817,-0.764793382,-0.790238334,-0.790238334,-0.20849595,-0.203650609,-0.730482254,-0.784443354,-0.451266877,-0.065101352,-0.146150137,-0.57116442,0.159465094,-1.277543131,-1.361138102,-1.361138102,-1.286987656,-1.409690314,-1.004336416
108,강상수,1996,P,1,0.879224489,0.579894773,1.974536598,-0.764859421,0.070355297,1.427553662,-0.425546406,1.045595135,1.708573331,-0.220467391,0,1.80353318,2.395099549,2.395594637,2.395594637,1.916128058,2.414039385,0.942155927,1.293718105,0.824984748,0.534983662,1.185628135,1.554235216,1.078624013,-0.093594423,-0.116844977,-0.116796529,-0.252527692,-0.644935928,-0.158685716
109,이경필,1998,P,1,0.787448988,-0.292365886,1.385584891,-0.981558965,-0.579063203,0.83254865,2.826328782,1.086919678,1.018985953,-0.383412175,0,1.160325762,0.65956308,0.933603565,0.933603565,1.056857358,1.043542732,-0.084049699,0.598232314,0.309742504,-0.52072258,0.773112233,-0.350650846,0.24033902,-0.787497826,-0.578882861,-0.578882861,-0.460540628,-0.957845129,-0.824792471
110,김진웅,2000,P,1,0.891334088,0.244947658,2.229621413,-1.008381852,-0.536016412,1.74360931,3.028992695,2.465211291,0.851473188,-0.195389549,-0.490541704,1.984124198,2.393104885,2.219599742,2.219599742,2.067110112,2.213074934,2.266284808,1.753290024,0.209577266,-0.680143554,1.967926669,2.535698381,0.315394713,-0.019409222,-0.191286361,-0.191286361,-0.303397973,-0.28894098,-0.21643573
111,김상진,1997,P,1,0.93324941,-0.262007756,1.607154571,-1.102506102,-0.623716086,0.880358142,1.612761313,1.755264918,1.246043557,-0.381741456,0,1.148308388,0.776656106,0.909124754,0.909124754,1.095863632,1.055319699,0.173649549,0.952347225,-0.206605478,0.399685344,1.501880503,-0.494162454,0.378686746,-0.634725659,-0.546696302,-0.546659273,-0.442171743,-1.093526695,-0.596960573
112,기론,1999,P,0,0.71539338,-0.377372085,-0.390569096,-0.144728296,0.065253368,1.20825385,-0.287479787,0.1662914,-0.876423304,-0.027539623,0,-0.056838311,-0.57111402,-0.581235408,-0.581235408,-0.10412218,-0.409779096,-0.452531459,0.108899195,0.29332347,-0.781216226,0.061627277,-0.57116442,1.036523114,-1.087981841,-1.133755814,-1.133755814,-1.134771576,-0.559403063,-0.888873512
113,이상훈,1996,P,0,0.80824732,1.220942085,-0.516914297,1.392373774,1.650151507,-0.509840594,-0.425546406,-0.28128255,-0.360381932,1.799171385,0,0.392600075,-0.168668982,-0.149800783,-0.149800783,0.329297225,-0.029637268,0.486080447,0.498656844,0.02570774,1.026823481,0.983793977,1.554235216,-0.163427881,-0.974527617,-0.999864945,-0.999832962,-0.925438841,-1.042305954,-1.118572377
114,정명원,1997,P,0,0.900750718,1.795387952,-0.280932808,1.70102363,3.763861165,0.222947841,-0.299275295,-0.512774021,1.508008838,3.856905051,0,0.744238464,0.534082906,0.349576995,0.349576995,0.629473312,0.603520892,0.755291243,-0.463180843,0.293597258,-0.901177333,0.537858548,-0.494162454,0.716275705,-0.531218214,-0.703189984,-0.703154922,-0.654312935,-0.684814706,-1.272444184
115,조규제,1996,P,0,0.796417792,1.781858483,-0.950210105,2.157843618,3.108424932,-0.509840594,-0.425546406,0.161010012,0.230748143,4.043214469,0,-0.337571532,-0.989074912,-1.075399117,-1.075399117,-0.40517876,-0.645868772,-0.654108255,-0.239614327,-0.240717929,0.534983662,0.51284761,-0.350956339,-0.577445179,-1.424234771,-1.62894453,-1.628924278,-1.609659422,-1.920216475,-1.081653659
116,김현욱,1999,P,0,0.677550625,1.35882648,-0.919191698,1.647448122,0.158143457,-0.372272808,-0.287479787,0.382649028,-0.06067546,-0.194154342,0,0.309317173,-0.028811806,0.045773368,0.045773368,0.287279457,0.264823225,0.242345528,-0.025102187,0.29332347,4.231587892,0.015454518,-0.57116442,-0.717592925,-0.785586449,-0.700442398,-0.700442398,-0.792285396,-0.412237962,-0.629081978
