Rank,Name,Year,Position,WAR_z,oWAR_z,dWAR_z,출장 경기_z,타석_z,유효타석_z,타수_z,득점_z,안타_z,2루타_z,3루타_z,홈런_z,루타_z,타점_z,도루_z,도루실패_z,볼넷_z,사구_z,고의사구_z,삼진_z,병살타_z,희생번트_z,희생플라이_z,타율_z,출루율_z,장타율_z,OPS_z,R/ePA_z,wRC+_z,WAR2_z
3201,연경흠,2006,LF,-0.718051907,-0.408099413,-0.856536763,0.277926105,-0.394109598,-0.383509893,-0.36228152,-0.159190224,-0.568501603,-0.279959439,-0.570368194,0.788137744,-0.217458742,-0.31315123,-0.653128476,-0.976825739,-0.318929603,-0.504312691,0.024126378,-0.095066419,0.388811122,-0.493983041,-1.009401604,-1.04562748,-0.745776255,0.577274663,0.053713916,-0.124818372,-0.173597636,-0.718051907
3204,박준서,2006,RP,-0.718051907,-0.784372254,0.288905439,-0.723253634,-1.362046206,-1.369442217,-1.358916982,-1.20788412,-1.189091049,-1.209654095,-0.570368194,-0.866158091,-1.204038582,-1.124528813,-0.526863026,-0.576298371,-1.118590751,-1.083647104,-0.534801388,-1.093263819,-1.362638977,-0.308905837,-1.009401604,-0.087271702,-1.200872016,-1.134990257,-1.223841738,-1.102562289,-1.15514394,-0.718051907
3213,조동화,2006,CF,-0.740528928,-0.74674497,0.120458056,-0.792300513,-0.699075927,-0.72791091,-0.733122622,-0.421363698,-0.827080538,-0.94402705,2.365971768,-0.866158091,-0.795798648,-0.694975975,0.35699512,-0.576298371,-0.618802534,-0.504312691,-0.534801388,-0.760531352,-1.11243182,0.616480183,0.154970371,-1.096067258,-0.96343075,-0.847434316,-0.941783996,-0.894531668,-0.943806219,-0.740528928
3214,오태근,2006,OF,-0.740528928,-0.768246275,0.187837009,-0.619683317,-0.447147221,-0.444286543,-0.454991796,-0.421363698,-0.646075283,0.118481128,0.897801787,-0.682347442,-0.557658687,-0.885888347,0.862056917,1.426338468,-0.468866069,0.654356136,-0.534801388,-0.285199257,-0.862224663,-0.123828633,-0.427215617,-1.121287147,-0.666629167,-0.559878375,-0.634838806,-0.624091862,-0.704290135,-0.740528928
3222,정경배,2006,2B,-0.757386695,-0.821999538,0.305750177,-0.136355167,-0.20847792,-0.221438826,-0.223216107,-0.473798393,-0.439212135,-0.014332394,-0.570368194,-0.314726146,-0.404568712,-0.265423137,-0.653128476,1.0258111,-0.268950782,-0.214645484,-0.534801388,-0.427798886,-0.111603192,0.431402979,0.737156358,-0.869088258,-0.706202711,-0.5729491,-0.659726254,-0.582485737,-0.654978,-0.757386695
3223,홍세완,2006,SS,-0.76300595,-0.865002148,0.440508083,-0.757777074,-0.168699703,-0.153909215,-0.1536834,-0.735971867,-0.413354241,-0.545586484,-0.570368194,-0.682347442,-0.557658687,-0.456335509,-0.653128476,-0.976825739,-0.21897196,0.075021723,-0.534801388,-0.332732467,0.889225435,-0.308905837,0.154970371,-0.969967814,-0.686415939,-1.278768227,-1.099404499,-0.873728606,-0.971984582,-0.76300595
3230,이원석,2006,3B,-0.785482972,-0.999385305,0.777402849,1.210058965,0.348417114,0.318798064,0.410304109,-0.10675553,0.129661524,-0.279959439,-0.570368194,-0.682347442,-0.16642875,0.020945422,-0.274332128,-0.576298371,-0.468866069,0.075021723,-0.534801388,0.665464933,-0.612017506,1.171711795,1.319342345,-0.465570036,-0.904070433,-1.056565909,-1.049629603,-0.977743916,-1.05651967,-0.785482972
3232,김재걸,2006,2B,-0.796721483,-0.827374864,0.204681748,0.933871451,-0.526703654,-0.525322076,-0.485895221,0.365156723,-0.62021739,-0.545586484,0.163716796,-0.866158091,-0.710748662,-0.742704068,0.483260569,0.224756365,-0.51884489,-1.083647104,-0.534801388,0.04753321,-0.111603192,-0.123828633,-1.009401604,-0.843868369,-0.96343075,-1.161131706,-1.140883578,-0.852925544,-0.955547204,-0.796721483
3234,전근표,2006,RF,-0.796721483,-0.64461377,-0.384884092,-1.275628663,-1.328897692,-1.315418528,-1.366642838,-1.20788412,-1.292522623,-1.209654095,-0.570368194,-0.498536794,-1.170018588,-1.029072627,-0.653128476,-0.976825739,-0.668781355,-0.793979898,0.024126378,-1.330929866,-0.862224663,-1.049214653,-1.009401604,-1.75178437,-0.112599545,-0.625231998,-0.44403504,-0.395258179,-0.464774051,-0.796721483
3235,심재학,2006,RF,-0.802340738,-0.838125517,0.221526486,-1.103011467,-0.858188794,-0.842711249,-0.887639748,-1.10301473,-1.008085794,-0.678400006,-0.570368194,-0.498536794,-0.914868629,-0.933616441,-0.653128476,-0.175771003,-0.368908425,-1.083647104,0.024126378,-0.808064562,-1.11243182,-0.864137449,0.737156358,-1.726564481,-0.923857205,-1.004283011,-1.024742155,-0.81131942,-0.927368841,-0.802340738
3258,김인철,2006,RF,-0.858533293,-0.703742359,-0.384884092,-0.654206756,-1.136636311,-1.119582655,-1.127141293,-0.998145341,-1.033943687,-0.94402705,-0.570368194,-0.866158091,-1.067958604,-0.981344534,-0.274332128,-0.576298371,-0.868696642,-0.504312691,-0.534801388,-0.95066419,-0.612017506,-0.864137449,-1.009401604,-0.440350147,-0.448974673,-1.108848807,-0.8920091,-0.644894924,-0.748905876,-0.858533293
3259,정보명,2006,DH,-0.864152548,-0.762870948,-0.199591971,-0.757777074,-0.612889791,-0.626616493,-0.555427928,-0.683537172,-0.516785816,-0.811213528,-0.570368194,-0.498536794,-0.608688679,-0.408607416,-0.653128476,-0.175771003,-0.968654286,-0.214645484,-0.534801388,-0.522865305,-0.111603192,0.246325775,-1.009401604,0.064047632,-0.725989483,-0.481454028,-0.609951359,-0.644894924,-0.71603112,-0.864152548
3260,존갈,2006,RF,-0.864152548,-0.520981265,-0.957605192,-1.551816177,-0.957634336,-0.950758627,-0.980350024,-0.945710646,-0.878796326,-0.545586484,-0.570368194,-0.866158091,-0.914868629,-0.790432161,-0.653128476,-0.175771003,-0.418887247,-1.083647104,0.583054144,-1.378463076,0.388811122,-0.864137449,-0.427215617,-0.036831924,0.362282987,-0.612161273,-0.236639642,0.062409186,0.01190992,-0.864152548
3266,민병헌,2006,RF,-0.881010314,-0.811248885,-0.098523541,-0.274448924,-1.355416503,-1.335677411,-1.335739413,-0.421363698,-1.240806836,-1.342467617,0.163716796,-0.866158091,-1.22104858,-1.07680072,1.493384164,0.224756365,-1.068611929,-1.083647104,-0.534801388,-1.188330238,-1.11243182,-1.049214653,-0.427215617,-1.196946814,-1.893409043,-1.514041269,-1.754773958,-1.685048026,-1.876040389,-0.881010314
3269,최경철,2006,C,-0.88662957,-0.897254106,0.154147533,-0.861347392,-1.249341259,-1.247888916,-1.25848085,-1.31275351,-1.214948942,-1.342467617,-0.570368194,-0.866158091,-1.238058577,-1.219984999,-0.653128476,-0.976825739,-0.868696642,-1.083647104,-0.534801388,-1.045730609,-0.612017506,-0.493983041,-1.009401604,-1.550025259,-1.339379421,-2.128365325,-1.91239446,-1.601835778,-1.704622015,-0.88662957
3271,김경언,2006,RP,-0.897868081,-0.89187878,0.103613318,-0.516112999,-1.023931364,-1.018288238,-1.034431018,-0.735971867,-1.085659474,-0.678400006,-0.570368194,-0.866158091,-1.067958604,-0.885888347,-0.526863026,-0.576298371,-0.718760177,-0.214645484,0.024126378,-0.808064562,-1.11243182,-0.679060245,-1.009401604,-1.625684925,-0.923857205,-1.514041269,-1.348278977,-1.206577599,-1.312473133,-0.897868081
3277,이승화,2006,LF,-0.914725847,-0.983259327,0.339439654,0.03626203,-0.94437493,-0.950758627,-0.941720742,-0.840841257,-1.008085794,-0.678400006,-0.570368194,-0.498536794,-0.914868629,-0.694975975,0.23072967,0.625283733,-0.968654286,0.075021723,-0.534801388,0.04753321,-1.362638977,-0.308905837,-0.427215617,-1.423925814,-1.477886827,-0.782080693,-1.115996131,-1.331395971,-1.42049019,-0.914725847
3278,최정,2006,3B,-0.920345102,-0.467228002,-1.294499958,0.139832348,0.235712167,0.264774375,0.356223115,-0.159190224,0.052087843,0.118481128,-0.570368194,1.339569688,0.394901159,0.641410633,-0.274332128,-0.175771003,-0.468866069,0.944023343,0.024126378,2.329127266,0.138603965,-0.679060245,-0.427215617,-0.59166948,-0.7853498,0.564203939,0.028826468,-0.291242869,-0.363801585,-0.920345102
3279,정수성,2006,CF,-0.920345102,-0.897254106,0.053079103,-0.585159877,-1.183044231,-1.180359305,-1.212125712,-0.578667783,-1.111517368,-1.342467617,-0.570368194,-0.866158091,-1.170018588,-1.07680072,0.23072967,1.426338468,-0.868696642,-0.214645484,-0.534801388,-1.235863447,-1.11243182,-0.493983041,-0.427215617,-0.59166948,-0.310467267,-1.631677791,-1.165771026,-1.01935004,-1.103483608,-0.920345102
3282,한규식,2006,2B,-0.942822124,-0.870377474,-0.081678803,-1.137534906,-1.255970962,-1.254641877,-1.250754994,-1.10301473,-1.214948942,-1.342467617,-0.570368194,-0.498536794,-1.135998593,-1.124528813,-0.653128476,-0.976825739,-1.018633107,-0.793979898,-0.534801388,-1.188330238,-0.361810349,-0.493983041,-1.009401604,-1.600465036,-1.794475182,-1.069636634,-1.431237136,-1.497820468,-1.594256761,-0.942822124
3284,최경환,2006,LF,-0.942822124,-0.967133348,0.204681748,-0.067308288,-0.354331382,-0.356498048,-0.292748814,-0.735971867,-0.490927922,-0.545586484,-0.570368194,-0.498536794,-0.557658687,-0.742704068,-0.400597577,-0.175771003,-0.568823712,-0.504312691,0.024126378,-0.427798886,-0.862224663,-0.123828633,-1.009401604,-0.894308147,-1.042577838,-0.991212286,-1.066221235,-1.913881709,-1.110528199,-0.942822124
3289,김수연,2006,RF,-0.95967989,-0.881128127,-0.098523541,0.726730815,-1.017301661,-1.004782316,-0.98807588,-0.683537172,-0.9822279,-1.209654095,-0.570368194,-0.866158091,-1.067958604,-1.029072627,-0.021801229,-0.175771003,-0.818717821,-1.083647104,-0.534801388,-1.093263819,-0.862224663,-0.679060245,-1.009401604,-0.919528036,-1.141511699,-1.683960689,-1.547378559,-1.185774537,-1.305428542,-0.95967989
3292,서용빈,2006,1B,-0.965299146,-0.83275019,-0.283815662,-1.931574009,-1.242711556,-1.234382994,-1.243029138,-1.10301473,-1.189091049,-0.811213528,-0.570368194,-0.682347442,-1.101978599,-0.838160254,-0.653128476,-0.175771003,-0.918675464,-1.083647104,-0.534801388,-1.330929866,-0.862224663,-0.679060245,-0.427215617,-1.323046258,-1.458100054,-0.755939244,-1.091108683,-0.998546978,-1.091742624,-0.965299146
3293,김종훈,2006,RF,-0.976537657,-0.967133348,0.103613318,0.277926105,-0.553222465,-0.572592804,-0.547702071,-0.526233088,-0.697791071,-0.412772961,-0.570368194,-0.866158091,-0.778788651,-0.981344534,-0.653128476,-0.175771003,-0.618802534,-0.214645484,-0.534801388,-0.237666048,-0.862224663,0.431402979,-1.009401604,-1.070847369,-0.96343075,-1.317980401,-1.24043337,-1.060956165,-1.134010168,-0.976537657
3294,채종국,2006,2B,-0.976537657,-0.967133348,0.08676858,0.312449544,-0.075883864,-0.133650331,-0.09187655,-0.159190224,-0.33578056,-0.147145917,-0.570368194,-0.498536794,-0.404568712,-0.360879323,-0.526863026,-0.175771003,-0.568823712,0.944023343,0.024126378,-0.617931724,0.388811122,1.541866203,0.154970371,-0.81864848,-0.844710116,-0.873575765,-0.908600732,-0.956940854,-1.01894852,-0.976537657
3296,전상렬,2006,RF,-0.982156912,-0.940256716,0.002544889,0.346972983,-0.672557116,-0.660381299,-0.617234778,-0.211624919,-0.801222645,-1.076840573,1.631886777,-0.866158091,-0.829818643,-0.742704068,1.367118715,-0.576298371,-0.768738999,-0.504312691,-0.534801388,-0.427798886,-0.862224663,-0.493983041,-1.009401604,-1.423925814,-1.517460371,-1.383334024,-1.514195296,-1.414608219,-1.55668561,-0.982156912
3305,김형철,2006,IF,-1.0214917,-0.918755411,-0.199591971,-0.964917709,-1.44160264,-1.436971828,-1.443901401,-0.893275951,-1.370096304,-1.209654095,-0.570368194,-0.866158091,-1.323108563,-1.219984999,-0.400597577,-0.976825739,-1.068611929,-1.083647104,-0.534801388,-1.378463076,-1.11243182,-0.679060245,-1.009401604,-2.407501481,-2.585946069,-2.298284744,-2.542876471,-2.43395826,-2.573454869,-1.0214917
3307,박정준,2006,LF,-1.027110956,-0.93488139,-0.165902494,-1.862527131,-1.083598689,-1.065558966,-1.04988273,-1.20788412,-1.059801581,-0.678400006,-0.570368194,-0.866158091,-1.050948607,-1.07680072,-0.526863026,-0.175771003,-0.868696642,-1.083647104,-0.534801388,-0.808064562,-0.612017506,-0.864137449,-1.009401604,-1.272606481,-1.477886827,-1.317980401,-1.456124584,-1.248183723,-1.394660024,-1.027110956
3312,장원진,2006,LF,-1.049587977,-0.660739749,-1.07551836,0.346972983,-0.360961084,-0.342992126,-0.277297101,-1.050580036,-0.25820688,-0.279959439,-0.570368194,-0.498536794,-0.370548717,-0.360879323,-0.526863026,-0.175771003,-0.818717821,-0.504312691,-0.534801388,-0.903130981,0.388811122,-0.493983041,1.319342345,0.215366965,-0.686415939,-0.298463884,-0.477218304,-0.457667365,-0.546960943,-1.049587977
3313,신명철,2006,2B,-1.055207233,-1.235899662,0.710023896,-0.516112999,-0.553222465,-0.586098726,-0.524524502,-0.735971867,-0.801222645,-0.545586484,0.163716796,-0.866158091,-0.829818643,-0.838160254,-0.021801229,-0.576298371,-0.768738999,-1.083647104,-0.534801388,-0.04753321,-0.862224663,0.801557387,-0.427215617,-1.75178437,-2.05170322,-1.605536342,-1.879211197,-1.768260274,-1.847862026,-1.055207233
3315,문희성,2006,1B,-1.072064999,-0.800498233,-0.704934119,-1.862527131,-1.209563042,-1.193865227,-1.219851569,-1.20788412,-1.163233155,-0.94402705,-0.570368194,-0.682347442,-1.101978599,-1.07680072,-0.526863026,0.224756365,-0.818717821,-0.504312691,-0.534801388,-1.235863447,-0.361810349,-0.864137449,-1.009401604,-1.196946814,-0.646842395,-0.912787939,-0.850530021,-0.728107172,-0.831092768,-1.072064999
3316,스캇,2006,3B,-1.072064999,-1.026261937,0.002544889,-1.379198981,-0.65929771,-0.633369454,-0.624960634,-0.945710646,-0.904654219,-1.209654095,0.163716796,0.236705799,-0.676728668,-0.599519789,-0.653128476,-0.976825739,-0.668781355,0.364688929,0.024126378,-0.190132838,-0.111603192,-1.049214653,-0.427215617,-2.054423037,-1.537247143,-0.586019824,-1.016446339,-1.310592909,-1.455713144,-1.072064999
3325,박정환,2006,2B,-1.173211597,-1.090765853,-0.081678803,-1.551816177,-1.116747203,-1.126335616,-1.103963724,-1.050580036,-1.163233155,-1.209654095,-0.570368194,-0.866158091,-1.187028585,-1.172256906,-0.526863026,-0.976825739,-0.968654286,-1.083647104,-0.534801388,-1.093263819,-0.361810349,-0.123828633,-1.009401604,-2.003983259,-2.269357714,-2.219860397,-2.360368521,-2.184321515,-2.277582059,-1.173211597
3326,조중근,2006,1B,-1.173211597,-0.918755411,-0.637555165,-1.172058345,-1.202933339,-1.193865227,-1.188948144,-1.10301473,-1.163233155,-1.076840573,-0.570368194,-0.682347442,-1.118988596,-1.029072627,-0.274332128,-0.976825739,-1.068611929,-0.504312691,-0.534801388,-0.522865305,-0.612017506,-0.679060245,-0.427215617,-1.423925814,-1.794475182,-1.252626778,-1.547378559,-1.705851088,-1.843165632,-1.173211597
3327,심정수,2006,LF,-1.184450108,-1.031637263,-0.3006604,-2.138714645,-1.143266014,-1.119582655,-1.150318862,-1.050580036,-1.240806836,-1.209654095,-0.570368194,-0.682347442,-1.187028585,-0.933616441,-0.653128476,-0.976825739,-0.768738999,-0.504312691,-0.534801388,-0.903130981,-0.612017506,-1.049214653,-0.427215617,-2.609260593,-1.695541321,-2.063011702,-2.020240068,-1.872275585,-2.075637126,-1.184450108
3328,최동수,2006,1B,-1.223784896,-0.913380085,-0.806002548,-1.172058345,-1.043820472,-1.025041199,-1.034431018,-1.20788412,-1.059801581,-1.076840573,-0.570368194,-0.682347442,-1.050948607,-0.647247882,-0.653128476,-0.976825739,-0.818717821,-0.793979898,-0.534801388,-0.95066419,-0.111603192,-0.864137449,0.154970371,-1.373486036,-1.378952966,-1.383334024,-1.456124584,-1.331395971,-1.472150522,-1.223784896
3332,박병호,2006,1B,-1.319312238,-1.047763242,-0.671244642,-1.379198981,-0.838299686,-0.815699405,-0.802655329,-1.10301473,-1.008085794,-1.076840573,-0.570368194,0.052895151,-0.812808646,-0.647247882,-0.526863026,0.224756365,-0.718760177,-0.504312691,-0.534801388,0.04753321,-0.361810349,-0.864137449,-1.009401604,-2.079642926,-1.735114865,-0.703656346,-1.174066842,-1.289789847,-1.436927568,-1.319312238
2795,양준혁,2007,DH,3.005481937,3.530506882,-2.205739082,1.070451729,1.606878465,1.581186508,1.422467386,2.119860153,1.990956482,2.853319842,-0.60118491,2.585379383,2.425540857,1.793920259,1.674327042,1.655443116,2.971558119,0.894759894,4.364823754,0.172502298,1.44578921,-0.754589021,-0.149841722,1.891699173,2.430461588,2.485758334,2.603494984,2.050261564,2.432249752,3.005481937
2796,김동주,2007,3B,2.896704715,2.851926212,-0.433246804,0.945015535,1.216514757,1.219490273,0.985929689,1.662830812,1.370766633,1.596725342,-0.60118491,2.122793565,1.719158587,2.050562132,0.629944828,-0.199955208,2.602196222,2.850209335,3.077636261,0.656899346,0.962648595,-0.926438918,-0.149841722,1.560419341,2.448992395,2.131790606,2.385767265,1.852065473,2.198032206,2.896704715
2798,이대호,2007,1B,2.679150271,3.178461271,-2.047480843,1.007733632,1.420990985,1.340055684,1.226025422,2.165563087,1.752421924,1.219746992,0.013873498,3.664746292,2.425540857,2.435524942,-0.530479855,-0.818421316,2.509855748,2.570859415,7.582792487,0.656899346,0.721078287,-0.926438918,1.208950257,1.847528529,2.374869168,2.937372333,2.867878643,1.967679859,2.29079163,2.679150271
2803,브룸바,2007,OF,2.515984437,3.086623286,-2.269042378,1.164528874,1.625467213,1.631950891,1.393364873,1.982751351,1.657008101,0.214471392,-0.60118491,3.664746292,2.205777484,2.435524942,-0.298394918,-0.199955208,3.387090253,0.056710134,3.399433135,1.317440775,2.653640748,-0.926438918,1.208950257,1.251224831,2.078376262,2.168407957,2.253575436,1.736451087,2.072806982,2.515984437
2804,박진만,2007,SS,2.494228993,1.479458541,2.668614684,0.349193615,0.714618561,0.730883079,0.629423903,0.108931053,0.917550974,1.722384792,-0.60118491,0.272450294,0.871499863,1.109541932,-0.066309982,0.109277846,1.217089108,0.056710134,0.181464402,-0.091714274,-0.245202944,-0.067189433,1.208950257,1.339566119,1.540982869,1.106504771,1.351560601,1.290509883,1.516250435,2.494228993
2812,심정수,2007,LF,2.146141881,2.178447652,-0.512375923,1.101810777,1.427187234,1.498694384,1.313332962,1.480019076,1.060671708,0.717109192,-0.60118491,3.973136837,1.970316727,3.034355979,0.049732486,-0.818421316,2.602196222,-0.222639786,-0.140332471,3.210992871,0.962648595,-0.926438918,-0.149841722,0.146958723,1.040651089,1.899880715,1.647048219,1.257477201,1.488422608,2.146141881
2815,이현곤,2007,3B,2.113508715,1.831504151,0.46882516,1.164528874,1.464364731,1.454275548,1.502499297,1.434316142,2.086370305,2.476341492,-0.60118491,-0.498526069,1.499395214,0.767352768,-0.18235245,-0.199955208,0.755386737,-0.222639786,-0.462129344,0.921115917,1.204218902,1.307609742,2.567742236,1.913784496,1.263020769,0.728125475,0.993865062,1.092313792,1.256524047,2.113508715
2817,정근우,2007,2B,2.086314409,1.484560651,1.465852066,0.694143147,0.658852317,0.661082051,0.687628929,1.388613208,1.060671708,1.596725342,0.628931906,0.580840839,1.10696062,0.596258186,2.138496915,2.273909224,0.38602484,0.615409974,-0.462129344,0.172502298,-0.003632636,0.620210154,-1.055703041,1.582504663,1.300082382,1.521501419,1.51485639,1.373091587,1.615966817,2.086314409
2818,크루즈,2007,DH,2.059120103,2.851926212,-2.854597862,1.007733632,1.321850996,1.359092328,1.247852307,1.662830812,1.633154646,2.350682042,-0.60118491,2.585379383,2.127290565,2.349977651,-0.530479855,-0.818421316,1.955812902,0.894759894,1.468651895,1.44954906,2.170500133,-0.926438918,0.756019597,1.538334019,1.800414162,2.327083146,2.238023456,1.769483769,2.128462637,2.059120103
2822,김태균,2007,1B,1.939465159,2.351919402,-1.651835245,0.913656487,1.27847725,1.327364589,1.0659616,1.388613208,1.156085531,0.214471392,-0.60118491,2.431184111,1.499395214,2.349977651,-0.414437387,-0.509188262,2.925387882,-0.501989706,0.825058149,1.317440775,1.687359518,-0.926438918,1.661880917,0.853689032,1.763352549,1.509295635,1.701480149,1.488705974,1.77829581,1.939465159
2823,이종욱,2007,CF,1.939465159,1.683542953,0.421347688,1.070451729,1.507738476,1.54311322,1.589806837,2.394077757,1.94324957,1.094087542,6.779515987,-0.652721342,1.562184749,0.681805477,4.807473685,3.51084144,0.986237922,0.056710134,-0.462129344,1.493585156,-0.003632636,0.104660463,0.756019597,1.427907408,1.059181896,0.703713908,0.892777193,0.960183065,1.103470996,1.939465159
2837,고영민,2007,2B,1.60225577,1.29578257,0.627083399,1.164528874,1.557308471,1.581186508,1.437018643,2.622592428,1.27535281,2.225022592,0.013873498,1.043426657,1.436605679,1.537278387,3.531006534,2.273909224,1.586451005,3.688259095,-0.140332471,2.858704108,0.721078287,0.448360257,1.661880917,0.367811944,0.892404636,0.728125475,0.838345263,0.695921611,0.77881301,1.60225577
2844,박경완,2007,C,1.449967658,0.719244106,1.988104255,0.945015535,0.943879786,0.91490397,0.76766084,1.297207339,0.512042226,1.219746992,0.013873498,1.506012475,0.949986782,1.280636514,0.049732486,0.109277846,1.309429582,1.732809655,0.825058149,1.229368584,0.721078287,0.963909948,3.020672895,-0.095979821,0.59591173,0.984446934,0.877225213,0.596823566,0.64663083,1.449967658
2852,정성훈,2007,3B,1.357507019,1.260067798,0.041527914,1.03909268,1.352832242,1.35274678,1.444294271,1.251504405,1.513887367,2.225022592,0.013873498,1.660207748,1.781948122,1.965014841,-0.530479855,-0.199955208,0.616876025,1.174109815,1.146855022,1.141296394,0.721078287,0.27651036,0.303088938,0.853689032,0.59591173,1.314003095,1.087176942,0.811535997,0.91099519,1.357507019
2853,이택근,2007,CF,1.352068158,1.311088901,-0.132556149,0.85093839,1.303262248,1.314673493,1.393364873,1.937048417,1.704715013,0.465790292,0.013873498,0.889231384,1.452303063,1.109541932,0.049732486,-0.509188262,0.570705788,2.012159575,1.146855022,0.040394012,0.962648595,-0.067189433,-0.149841722,1.361651442,1.059181896,0.825771745,0.970537093,0.811535997,0.906357219,1.352068158
2854,이범호,2007,3B,1.346629297,1.203944584,0.183960329,1.164528874,1.365224741,1.397165616,1.247852307,1.160098537,0.893697518,0.340130842,-0.60118491,2.431184111,1.342421376,1.40895745,-0.414437387,-0.818421316,2.094323614,0.336060054,-0.140332471,1.44954906,1.928929825,0.104660463,0.756019597,-0.118065143,0.670034956,0.87459488,0.838345263,0.712437952,0.799683881,1.346629297
2866,조인성,2007,C,1.21609663,0.637610341,1.56080701,1.101810777,1.111178518,1.124307053,1.255127936,0.565960394,1.251499354,1.596725342,-0.60118491,1.19762193,1.35811876,1.836693905,-0.530479855,-0.509188262,0.155173654,0.056710134,0.503261275,0.921115917,0.479507979,0.104660463,1.208950257,0.677006455,0.132641563,0.886800664,0.620617544,0.464692839,0.491258794,1.21609663
2869,이진영,2007,RF,1.16714688,1.040677055,0.183960329,-0.277987354,-0.227211338,-0.21460357,-0.192722094,0.383148658,0.273507669,-0.162506958,1.243990314,0.272450294,0.306394047,0.510710895,0.049732486,-0.818421316,-0.214188243,-0.501989706,-0.140332471,-0.884363988,-0.969913867,-0.410889227,-0.602772382,2.178808362,1.615106096,1.936498066,1.911431878,1.670385723,2.003237414,1.16714688
2874,김민재,2007,SS,1.112758269,0.188624634,2.636963036,0.913656487,1.030627277,0.972013902,1.080512857,0.52025746,1.012964797,0.717109192,-0.60118491,0.118255021,0.761618177,0.724579122,0.165774955,0.109277846,0.109003417,0.615409974,-0.462129344,-0.179786464,0.721078287,2.51055902,-0.602772382,0.478238555,0.132641563,0.032395802,0.076298247,0.183915044,0.13413501,1.112758269
2879,장성호,2007,1B,1.047491936,1.29578257,-0.971324817,0.85093839,1.111178518,1.162380341,1.080512857,1.068692669,1.084525164,1.345406442,-0.60118491,0.889231384,1.122658004,1.366183805,0.397859891,0.4185109,1.678791479,-0.222639786,0.503261275,-0.444003036,0.962648595,-0.926438918,0.303088938,0.654921132,1.040651089,0.740331259,0.908329173,0.910634043,1.054772298,1.047491936
2883,강민호,2007,C,1.02029763,0.581487127,1.165161412,1.133169826,1.173141012,1.130652601,1.211474166,0.748772131,1.10837862,1.094087542,-0.60118491,1.351817202,1.248237074,1.622825678,-0.530479855,0.4185109,0.478365314,0.056710134,-0.140332471,2.110090489,0.962648595,1.995009329,0.303088938,0.434067911,0.188233983,0.752537043,0.558409625,0.48120918,0.495896766,1.02029763
2887,이용규,2007,CF,0.976786741,0.265156289,2.019755903,0.913656487,1.27847725,1.321019041,1.400640501,1.342910274,1.370766633,0.717109192,4.319282355,-0.806916615,0.965684166,-0.130893787,1.326199637,2.583142278,0.478365314,0.894759894,-0.462129344,-0.003642083,-0.486773252,-0.067189433,0.303088938,0.63283581,0.355011243,-0.053044684,0.115178197,0.283013089,0.247765305,0.976786741
2889,박한이,2007,CF,0.949592436,0.464138591,1.307593827,1.070451729,1.699822205,1.727134111,1.691665633,1.662830812,1.490033911,0.088811942,0.013873498,-0.498526069,0.840105096,-0.130893787,0.513902359,0.109277846,1.863472428,0.056710134,1.146855022,0.304610584,0.237937671,-0.23903933,1.208950257,0.345726622,0.632973343,-0.614510736,-0.125877492,0.200431385,0.145729938,0.949592436
2891,발데스,2007,RF,0.933275852,1.413131107,-1.667661069,0.85093839,1.408598486,1.460621096,1.371537988,0.840177999,1.370766633,0.465790292,-0.60118491,1.19762193,1.295329225,1.793920259,-0.18235245,-0.509188262,2.001983139,-0.501989706,0.825058149,0.392682774,1.928929825,-0.926438918,1.208950257,0.699091777,1.040651089,0.58165607,0.807241303,0.828052338,0.945779975,0.933275852
2895,박재홍,2007,RF,0.862570658,0.831490532,-0.069252854,0.819579341,0.714618561,0.730883079,0.731282699,0.977286801,0.750576784,0.968428092,0.013873498,1.81440302,1.169750155,1.023994641,0.513902359,1.346210062,0.663046263,0.056710134,1.468651895,0.52479106,-0.245202944,-0.754589021,2.114811576,0.63283581,0.577380923,1.55811877,1.234920751,0.844568679,0.964331859,0.862570658
2896,최정,2007,3B,0.857131797,0.520261804,0.896122405,1.03909268,1.09878602,1.105270409,1.175096024,0.794475065,1.036818252,0.968428092,0.013873498,1.660207748,1.311026609,1.537278387,0.281817423,1.346210062,0.293684365,2.012159575,-0.140332471,1.933946108,-0.728343559,0.620210154,-0.602772382,0.345726622,0.243826403,0.935623799,0.698377444,0.464692839,0.491258794,0.857131797
2897,박용택,2007,CF,0.840815214,1.050881275,-0.813066578,1.164528874,1.532523473,1.549458768,1.691665633,1.708533746,1.60930119,1.596725342,1.859048722,1.351817202,1.766250738,1.537278387,1.674327042,-0.199955208,0.755386737,-0.781339626,1.468651895,1.889910013,0.237937671,-0.23903933,1.208950257,0.588665166,0.188233983,0.886800664,0.643945514,0.514241862,0.544595463,0.840815214
2899,이대형,2007,CF,0.840815214,0.678427223,0.342218568,1.133169826,1.390009738,1.378128972,1.487948041,1.662830812,1.752421924,0.214471392,0.013873498,-0.652721342,0.98138155,0.040200795,5.503728495,5.366239765,0.524535551,0.336060054,-0.140332471,0.61286325,-0.728343559,1.307609742,-0.149841722,1.251224831,0.781219796,-0.13848517,0.239594036,0.464692839,0.486620823,0.840815214
