Rank,Name,Year,Position,WAR_z,oWAR_z,dWAR_z,득점_z,안타_z,홈런_z,타점_z,도루_z,볼넷_z,삼진_z,타율_z,출루율_z,장타율_z,OPS_z,R/ePA_z,wRC+_z
3557,로마이어,2000,DH,0.63978205,1.69862691,-3.431035302,1.303402424,1.519678392,2.215974959,2.118717943,-0.304342458,1.21790324,2.323173731,0.909917784,0.735168208,1.503618408,1.322426311,1.113281299,1.185536752
3559,정수근,2000,CF,0.623684976,0.333707761,0.822228651,1.633510375,1.498387992,-0.521096249,0.508742303,5.862596813,0.930935856,-0.25376734,0.477011094,0.183299312,-0.402598809,-0.217813767,0.009942177,-0.030991333
3561,최태원,2000,2B,0.60222221,-0.075256778,2.030542274,1.230045102,1.285483984,-0.31055231,0.508742303,0.536603807,1.361386931,0.261620874,0.135242654,0.321266536,-0.703580475,-0.380316161,-0.10887896,-0.163435923
3568,조경환,2000,LF,0.559296679,0.563750314,-0.112200551,0.533150539,0.710643163,1.794887081,0.998734889,-0.584657879,0.69179637,2.254455303,0.180811779,0.340976139,1.152473131,0.933833631,0.604047858,0.621420906
3575,홍성흔,2000,C,0.516371147,0.190570172,0.951115438,0.643186523,1.242903182,0.215807538,0.823737537,0.676761517,0.213517398,0.089824803,0.773210408,0.163589708,0.038840967,0.085995055,0.145737761,0.106358612
3585,퀸란,2000,3B,0.45198285,0.25702691,0.54834423,1.340081085,0.987418373,3.058150716,1.943720591,-0.444500168,0.404828987,4.31600816,-0.457155975,-0.585375222,1.272865797,0.68654738,0.145737761,0.106358612
3589,박현승,2000,3B,0.441251467,0.042320527,1.192778162,0.093006605,0.306125548,-0.205280341,0.123748128,2.498811756,0.930935856,0.22726166,-0.343233162,0.163589708,-0.332369754,-0.175421839,0.026916625,-0.008917235
3596,이종열,2000,2B,0.403691627,-0.279739048,2.094985667,1.009973135,0.774514365,-0.205280341,-0.016249754,0.536603807,0.643968473,0.433416946,-0.138172098,-0.11234474,-0.36246792,-0.295532303,-0.176776752,-0.224752863
3607,이호성,2000,RF,0.366131787,0.389940385,-0.128311399,0.533150539,0.582900758,0.005263598,0.753738596,1.097234649,1.791838006,1.876503946,-0.320448599,0.419814553,-0.282206143,-0.048246052,0.247584449,0.224087136
3609,이명수,2000,2B,0.33930333,0.333707761,-0.031646309,-0.420494651,0.008059937,-0.41582428,0.123748128,-0.584657879,-0.264761574,-0.803514768,1.798515727,1.326456311,0.680935188,0.955029595,1.147230195,1.217421561
3611,안경현,2000,2B,0.33930333,0.24169074,0.25834896,0.386435895,0.476448754,0.110535568,0.123748128,-0.584657879,0.35700109,-0.631718697,0.477011094,0.45923376,0.219429967,0.319150664,0.349431137,0.344268338
3617,추성건,2000,3B,0.307109181,0.313259534,-0.063868006,-0.347137329,-0.098392066,-0.205280341,-0.226246577,-0.444500168,0.213517398,0.433416946,1.04662516,1.20819869,0.319757189,0.658286094,0.926562371,0.977059157
3636,이동수,2000,3B,0.237355193,0.226354569,0.000575387,-0.127065362,-0.226134471,0.636895416,0.158747598,-0.584657879,0.309173193,0.880086732,0.066888966,0.833716225,1.112342242,1.082205381,0.739843442,0.771034239
3641,진갑용,2000,C,0.221258119,-0.151937629,1.144445617,-0.273780007,0.263544747,0.005263598,0.788738066,-0.444500168,-0.216933677,-0.081971268,0.385872843,0.025622484,0.078971856,0.064799091,0.077839969,0.035230962
3646,신동주,2000,RF,0.199795353,-0.059920608,0.790006955,0.569829201,0.263544747,0.426351477,0.578741243,1.657865492,-0.073449985,1.120601232,0.112458091,0.143880105,0.299691744,0.262628092,0.077839969,0.04749435
3647,화이트,2000,RF,0.199795353,0.425724782,-0.756634483,-0.163744023,0.433867953,0.321079507,0.613740714,-0.164184747,-0.121277882,0.433416946,1.069409722,0.557781777,0.87155691,0.813723166,0.790766786,0.820087791
3656,홍현우,2000,3B,0.156869822,0.333707761,-0.579415152,0.166363928,-0.013230463,0.636895416,0.508742303,0.957076939,1.648354314,0.536494589,-0.5027251,0.833716225,0.540477077,0.679482058,0.604047858,0.621420906
3670,최기문,2000,C,0.092481524,-0.550678055,2.014431426,0.23972125,0.284835148,-0.100008371,0.053749187,0.676761517,-0.169105779,0.158543232,-0.297664036,-0.565665618,-0.352435198,-0.450969376,-0.44836792,-0.501905431
3677,이숭용,2000,1B,0.07638445,0.481957406,-1.304403326,0.423114556,0.242254346,0.742167385,0.508742303,-0.444500168,0.35700109,0.055465589,0.659287595,0.892845035,1.022047742,1.039813453,0.858664578,0.893668119
3689,풀리엄,2000,OF,0.033458919,0.119001378,-0.273309034,0.313078572,0.178383144,0.847439355,0.683739655,-0.444500168,-0.025622088,0.261620874,0.249165467,0.163589708,0.931753243,0.714808665,0.41732893,0.410490633
3693,안재만,2000,3B,0.017361844,0.00653613,0.032797084,-0.310458668,-0.353876876,0.321079507,-0.051249225,-0.024027036,0.022205809,0.124184017,0.021319841,0.360685743,0.821393299,0.707743344,0.604047858,0.618968228
3695,김한수,2000,3B,0.011996153,-0.315523445,1.031669679,0.606507862,1.136451179,-0.100008371,0.753738596,0.396446096,0.117861604,0.880086732,0.158027217,-0.191183153,-0.242075254,-0.239009732,-0.1937512,-0.266448382
3715,김민재,2000,SS,-0.041660761,-0.739824154,2.207761606,0.349757233,0.561610358,-0.521096249,-0.086248695,1.23739236,0.404828987,0.089824803,-0.16095666,-0.191183153,-0.793874975,-0.627602412,-0.44836792,-0.526432207
3729,김창희,2000,CF,-0.089951984,-0.151937629,0.193905567,-0.05370804,-0.20484407,-0.31055231,0.053749187,-0.304342458,0.978763753,0.673931446,-0.457155975,0.715458604,-0.573155087,-0.147160553,0.179686657,0.145601453
3736,김종훈,2000,LF,-0.122146133,-0.013912097,-0.30553073,1.303402424,0.859675968,0.321079507,0.158747598,0.256288385,0.883107959,1.326756517,-0.252094911,-0.17147355,-0.101617143,-0.13302991,-0.040981167,-0.08495024
3741,김경기,2000,1B,-0.127511824,0.016760243,-0.434417517,-0.67724528,-0.609361685,-0.41582428,-0.50624234,-0.444500168,0.070033707,-0.803514768,0.590933907,1.681229172,0.078971856,0.658286094,0.960511267,1.016301998
3746,윌리엄스,2000,1B,-0.132877516,0.083216981,-0.659969393,-0.567209296,-0.75839449,0.426351477,-0.331244988,-0.72481559,-0.121277882,-0.391204197,-0.183741223,0.912554639,1.784534629,1.583843205,1.130255747,1.217421561
3748,양용모,2000,C,-0.138243207,-0.325747558,0.612787623,-0.237101346,-0.247424872,-0.31055231,-0.121248165,0.256288385,-0.408245265,0.158543232,0.294734592,0.143880105,-0.061486255,0.008276519,0.111788865,0.072021126
3749,김종국,2000,2B,-0.143608898,-0.44843692,0.983337134,-0.420494651,-0.20484407,-0.626368219,-0.156247636,1.377550071,-0.312589471,-0.185048911,0.066888966,-0.151763946,-0.512958753,-0.415642768,-0.1937512,-0.26890106
3752,김응국,2000,LF,-0.154340281,-0.162161743,0.032797084,0.716543845,0.90225677,-0.205280341,0.33374495,0.536603807,0.309173193,1.051882803,0.477011094,0.084751295,-0.191911643,-0.104768624,0.026916625,-0.018727945
3764,강인권,2000,C,-0.170437356,-0.289963161,0.403346595,-0.750602602,-0.75839449,-0.836912158,-0.926235986,-0.584657879,-0.312589471,-0.769155554,0.545364782,1.011102656,-0.793874975,-0.196617803,0.41732893,0.408037956
3767,홍원기,2000,3B,-0.175803047,-0.136601459,-0.096089702,-0.237101346,-0.18355367,-0.31055231,-0.191247106,-0.444500168,-0.121277882,0.22726166,0.340303718,0.557781777,0.008742801,0.20610552,0.298507793,0.278046043
3771,김호,2000,SS,-0.18653443,-0.371756069,0.596676775,-0.200422684,-0.46032888,-0.521096249,-0.646240222,-0.164184747,-0.025622088,0.330339303,-0.457155975,-0.132054343,-0.462795142,-0.373250839,-2.705969509,-0.104571661
3778,장종훈,2000,1B,-0.218728578,0.7426723,-2.996042398,1.046651796,1.051289575,2.11070299,1.593725886,-0.584657879,1.170075342,2.288814517,0.180811779,0.439524156,1.01201502,0.870245738,0.553124514,0.560103966
3788,윤재국,2000,LF,-0.229459961,-0.366644012,0.467789988,0.203042589,0.561610358,-0.626368219,-0.191247106,0.256288385,-0.456073163,0.536494589,0.454226531,-0.427698394,-0.412631531,-0.443904054,-0.227700096,-0.283617125
3789,박연수,2000,OF,-0.234825653,-0.187722026,-0.096089702,-0.67724528,-0.694523288,-0.100008371,-0.751238634,-0.72481559,-0.599556854,-0.528641054,0.568149344,0.676039398,0.911687798,0.884376381,0.75681789,0.780844949
3803,카펜터,2000,LF,-0.267019801,-0.295075218,0.129462174,-0.530530635,-0.609361685,-0.31055231,-0.121248165,-0.024027036,-0.695212649,-0.528641054,0.590933907,0.203008915,0.440149855,0.382738557,0.383380033,0.38351118
3806,최해식,2000,C,-0.267019801,-0.494445431,0.74167441,-0.567209296,-0.20484407,-0.731640188,-0.366244459,-0.72481559,0.261345295,0.124184017,-0.320448599,0.104460898,-0.944365808,-0.627602412,-0.176776752,-0.239468929
3808,손인호,2000,RF,-0.272385493,-0.249066707,-0.031646309,-0.347137329,-0.013230463,-0.731640188,-0.4362434,-0.72481559,-0.456073163,-0.288126554,0.408657406,-0.132054343,-0.141748032,-0.147160553,0.094814417,0.059757738
3812,정성훈,2000,3B,-0.283116876,-0.637583019,1.144445617,0.459793217,1.072579976,-0.731640188,0.053749187,0.676761517,-0.121277882,0.261620874,0.089673529,-0.585375222,-0.673482308,-0.684124984,-0.465342368,-0.54360095
3814,미첼,2000,OF,-0.29921395,-0.305299331,0.081129629,-0.163744023,-0.311296074,0.005263598,0.088748657,-0.304342458,0.500484781,0.124184017,-0.662217039,0.104460898,-0.322337032,-0.189552481,0.009942177,-0.038349366
3817,테이텀,2000,3B,-0.29921395,-0.264402877,-0.063868006,-0.933995908,-1.0138793,-0.41582428,-0.891236515,-0.72481559,-0.83869634,-1.21582534,0.818779533,1.20819869,1.493585686,1.484928705,1.215127987,1.303265276
3818,김정민,2000,C,-0.309945333,-0.678479473,1.224999859,-0.713923941,-0.439038479,-0.626368219,-0.47124287,-0.444500168,-0.360417368,-0.425563411,-0.411586849,-0.427698394,-0.713613197,-0.655863698,-0.53324016,-0.597559857
3830,이진영,2000,RF,-0.342139481,-0.422876636,0.306681505,-0.127065362,0.07193114,-0.100008371,-0.086248695,-0.444500168,-0.312589471,0.570853803,-0.206525786,-0.664213635,0.078971856,-0.18248716,-0.1937512,-0.266448382
3832,김동수,2000,C,-0.342139481,-0.458661034,0.419457443,-0.530530635,-0.588071284,0.321079507,-0.191247106,-0.72481559,0.165689501,-0.150689697,-1.163477417,-0.250311964,0.319757189,0.135452306,-0.091904512,-0.143814502
3835,황우구,2000,SS,-0.347505173,-0.295075218,-0.128311399,-0.750602602,-0.48161928,-0.731640188,-0.681239693,-0.584657879,-1.125663723,-0.803514768,1.114978848,-0.132054343,0.3699208,0.213170842,0.315482241,0.295214786
3837,김종석,2000,1B,-0.352870864,-0.013912097,-1.014408056,-0.493851974,-0.48161928,0.005263598,-0.296245518,-0.584657879,0.117861604,-0.322485768,0.180811779,0.971683449,0.550509799,0.73600463,0.75681789,0.788202982
3855,이도형,2000,C,-0.395796396,-0.535341885,0.500011685,-1.044031892,-0.75839449,-0.626368219,-0.576241281,-0.72481559,-0.83869634,-0.940951625,0.180811779,-0.348859981,-0.171846199,-0.246075053,-0.142827856,-0.212489475
3857,이민호,2000,3B,-0.406527778,-0.41776458,0.097240477,-1.117389214,-1.141621704,-0.836912158,-0.996234927,-0.444500168,-0.456073163,-0.906592411,-0.662217039,1.247617897,-1.054725752,-0.295532303,0.434303378,0.439922764
3858,서용빈,2000,1B,-0.406527778,-0.003687984,-1.207738236,-0.38381599,0.220963945,-0.626368219,0.158747598,-0.164184747,0.35700109,-0.356844983,0.408657406,0.45923376,-0.422664254,-0.13302991,0.162712209,0.140696098
3876,홍세완,2000,SS,-0.44945331,-0.693815644,0.838339499,-0.493851974,-0.588071284,-0.31055231,-0.50624234,-0.444500168,-0.695212649,-0.700437125,-0.366017724,-0.486827205,-0.302271587,-0.387381482,-0.414419024,-0.499452753
3892,김성래,2000,2B,-0.476281767,-0.509781601,0.193905567,-1.117389214,-1.099040903,-0.626368219,-0.961235456,-0.72481559,-0.886524237,-0.97531084,0.226380905,0.814006622,-0.342402476,0.050668448,0.230610001,0.209371071
3894,최익성,2000,CF,-0.476281767,-0.269514934,-0.579415152,-0.603887957,-0.46032888,-0.626368219,-0.191247106,0.256288385,-0.264761574,-0.459922625,0.021319841,0.557781777,-0.211977088,0.050668448,0.162712209,0.135790743
3899,조경택,2000,C,-0.481647458,-0.744936211,0.902782893,-0.897317247,-0.715813689,-0.731640188,-0.786238104,-0.72481559,-0.408245265,-0.047612054,-0.93563179,-0.467117601,-1.054725752,-0.91021527,-0.601137953,-0.703024993
3901,장일현,2000,LF,-0.48701315,-0.346195785,-0.369974124,0.166363928,0.476448754,-0.41582428,-0.016249754,-0.304342458,-0.121277882,-0.322485768,0.317519155,-0.191183153,-0.312304309,-0.288466982,-0.091904512,-0.153625213
3907,김주찬,2000,LF,-0.513841607,-0.484221317,-0.015535461,-0.567209296,-1.141621704,-0.836912158,-1.066233868,0.256288385,-1.173491621,-1.078388483,1.297255349,0.656329794,0.650837021,0.693612701,0.790766786,0.829898501
3910,배스,2000,OF,-0.513841607,-0.392204296,-0.30553073,-0.897317247,-1.120331304,-0.521096249,-0.786238104,-0.304342458,-0.886524237,-0.872233197,0.340303718,0.715458604,0.991949576,0.955029595,0.977485715,1.040828774
3911,박정환,2000,3B,-0.519207298,-0.494445431,0.016686236,-0.67724528,-1.120331304,-0.626368219,-1.066233868,-0.72481559,-1.030007929,-0.906592411,0.249165467,0.222718519,0.400018966,0.361542592,0.400354482,0.4031326
3918,강석천,2000,3B,-0.529938681,0.190570172,-2.206610831,0.716543845,1.17903198,-0.100008371,0.473742832,1.377550071,0.309173193,0.46777616,0.682072157,0.340976139,0.068939134,0.170778913,0.213635553,0.194655005
3920,조성환,2000,2B,-0.535304373,-0.724487984,0.677231016,-0.823959924,-1.0138793,-0.731640188,-1.101233338,-0.024027036,-0.886524237,-1.044029268,-0.685001601,-0.526246412,-1.034660308,-0.917280592,-0.736933537,-0.859996359
3923,김태균,2000,SS,-0.546035755,-0.688703587,0.54834423,0.203042589,0.561610358,-0.41582428,0.018749716,-0.024027036,0.165689501,1.361115732,-0.366017724,-0.624794429,-0.673482308,-0.698255627,-0.516265712,-0.600012534
3928,혼즈,2000,OF,-0.551401447,-0.310411388,-0.69219109,-1.080710553,-0.907427296,-0.731640188,-0.891236515,-0.72481559,-0.982180032,-1.147106911,1.388393599,0.774587415,0.580607966,0.68654738,0.926562371,0.9942279
3929,박경진,2000,C,-0.556767138,-0.66825536,0.435568292,-1.080710553,-1.035169701,-0.731640188,-0.891236515,-0.72481559,-1.173491621,-1.21582534,0.408657406,-0.210892757,-0.512958753,-0.436838733,-0.499291264,-0.60491789
3932,우드,2000,CF,-0.556767138,-0.535341885,0.000575387,-1.00735323,-0.864846494,-0.731640188,-0.926235986,-0.584657879,-0.790868443,-0.940951625,-0.024249285,-0.072925533,-0.292238865,-0.23194441,-0.040981167,-0.089855595
3938,채종범,2000,RF,-0.578229904,-0.581350395,0.097240477,0.643186523,0.944837572,0.005263598,0.578741243,-0.024027036,0.35700109,0.399057732,-0.206525786,-0.407988791,-0.232042532,-0.309662946,-0.312572336,-0.374366196
3953,손차훈,2000,2B,-0.59969267,-0.770496495,0.612787623,-0.420494651,-0.396457677,-0.731640188,-0.786238104,-0.304342458,-0.743040546,-0.769155554,-0.320448599,-0.86130967,-0.743711364,-0.832496734,-0.652061297,-0.764341933
3962,김인호,2000,2B,-0.610424053,-0.65291919,0.210016415,0.386435895,-0.098392066,-0.521096249,-0.50624234,0.396446096,0.117861604,-0.116330483,-0.639432476,-0.467117601,-0.583187809,-0.578145162,-0.431393472,-0.509263464
3963,한규식,2000,SS,-0.615789744,-0.709151814,0.387235747,-0.897317247,-1.077750502,-0.836912158,-1.066233868,-0.72481559,-1.030007929,-1.147106911,-0.707786164,-1.038696101,-0.803907697,-0.938476556,-0.719959089,-0.764341933
3975,김민호,2000,SS,-0.63725251,-0.586462452,-0.063868006,0.093006605,0.07193114,-0.521096249,-0.121248165,2.498811756,-0.216933677,0.089824803,-0.138172098,-0.407988791,-0.673482308,-0.620537091,-0.482316816,-0.550958983
3977,김상훈,2000,C,-0.63725251,-0.867625573,0.806117803,-0.713923941,-0.545490483,-0.521096249,-0.4362434,-0.72481559,-0.934352135,0.158543232,-0.5027251,-1.275211342,-0.673482308,-0.931411235,-0.855754673,-0.987535594
3983,심광호,2000,C,-0.647983893,-0.637583019,0.065018781,-1.080710553,-1.056460101,-0.521096249,-0.996234927,-0.584657879,-0.790868443,-0.563000268,-0.730570726,-0.368569584,-0.522991476,-0.500426626,-0.431393472,-0.519074174
3985,남기헌,2000,OF,-0.647983893,-0.658031246,0.129462174,-0.787281263,-0.928717697,-0.836912158,-0.891236515,-0.584657879,-0.790868443,-0.837873983,-0.662217039,0.025622484,-0.934333086,-0.648798376,-0.499291264,-0.60491789
3994,김승권,2000,IF,-0.664080967,-0.596686566,-0.128311399,-0.933995908,-0.992588899,-0.731640188,-0.821237574,-0.72481559,-1.221319518,-1.044029268,0.066888966,-1.097824911,0.1893318,-0.260205696,-0.1937512,-0.256637672
3998,안상준,2000,3B,-0.669446658,-0.581350395,-0.176643944,-0.273780007,-0.46032888,-0.41582428,-0.331244988,-0.304342458,-0.073449985,-0.01325284,-0.776139852,-0.407988791,-0.533024198,-0.52162259,-0.414419024,-0.499452753
4001,이재주,2000,C,-0.67481235,-0.770496495,0.403346595,-0.860638586,-0.992588899,-0.521096249,-0.751238634,-0.72481559,-0.647384751,-0.49428184,-1.436892168,-0.664213635,-0.77380953,-0.783039484,-0.770882433,-0.901691878
4012,황윤성,2000,1B,-0.690909424,-0.658031246,0.000575387,-1.044031892,-1.226783308,-0.731640188,-1.066233868,-0.584657879,-1.125663723,-1.009670054,-1.003985478,-0.624794429,0.109070023,-0.147160553,-0.465342368,-0.577938436
4032,신주일,2000,IF,-0.71237219,-0.637583019,-0.128311399,-0.933995908,-1.056460101,-0.836912158,-1.031234397,-0.164184747,-1.077835826,-1.318902983,0.636503032,0.025622484,-0.944365808,-0.655863698,-0.244674544,-0.300785868
4033,장재중,2000,C,-0.71237219,-0.770496495,0.274459809,-0.640566619,-0.353876876,-0.626368219,-0.50624234,-0.444500168,-0.647384751,-0.597359483,-0.252094911,-0.703632842,-0.723645919,-0.76184352,-0.601137953,-0.693214283
4065,뮬렌,2000,3B,-0.766029104,-0.724487984,-0.015535461,-1.190746536,-1.269364109,-0.731640188,-1.136232808,-0.444500168,-1.030007929,-1.009670054,-1.36853848,-0.703632842,-1.325609251,-1.185762807,-0.974575809,-1.149412315
4071,손지환,2000,SS,-0.771394795,-0.729600041,-0.015535461,-0.933995908,-1.141621704,-0.836912158,-1.066233868,-0.444500168,-1.125663723,-1.490699054,-0.411586849,-0.743052049,-0.914267641,-0.91021527,-0.770882433,-0.869807069
4080,심재윤,2000,DH,-0.782126178,-0.504669544,-0.756634483,-0.823959924,-1.0138793,-0.41582428,-0.961235456,-0.584657879,-0.743040546,-0.666077911,-0.343233162,0.301556932,0.440149855,0.418065164,0.264558897,0.241255879
4090,전상렬,2000,LF,-0.798223253,-0.796056778,0.113351326,-0.787281263,-1.056460101,-0.836912158,-1.136232808,-0.164184747,-0.982180032,-0.940951625,-0.479940537,-0.565665618,-1.345674696,-1.1504362,-0.906678017,-1.058663244
4094,조인성,2000,C,-0.803588944,-0.995426991,0.725563561,-0.67724528,-0.375167277,-0.31055231,-0.086248695,-0.444500168,-0.551728957,0.399057732,-0.707786164,-0.97956729,-0.713613197,-0.853692699,-0.957601361,-1.08319002
4095,김종헌,2000,OF,-0.808954635,-0.775608551,0.016686236,-0.38381599,-0.864846494,-0.731640188,-0.891236515,0.256288385,-0.695212649,-0.631718697,-0.84449354,-0.802180859,-0.964431252,-0.966737842,-0.686010193,-0.798679419
4096,김선진,2000,1B,-0.808954635,-0.796056778,0.081129629,-1.044031892,-1.162912105,-0.731640188,-0.891236515,-0.584657879,-0.982180032,-1.147106911,-1.209046542,-1.156953721,-0.894202197,-1.044456378,-0.991550257,-1.137148927
4100,김인철,2000,RF,-0.808954635,-0.739824154,-0.112200551,-0.640566619,-1.056460101,-0.521096249,-0.786238104,-0.024027036,-1.077835826,-0.906592411,-0.867278102,-1.078115307,-0.141748032,-0.486295983,-0.686010193,-0.803584774
4101,강혁,2000,1B,-0.808954635,-0.187722026,-1.83606132,0.056327944,0.476448754,-0.205280341,-0.051249225,-0.584657879,0.165689501,0.364698517,0.226380905,-0.132054343,-0.13171531,-0.140095231,0.009942177,-0.045707399
4102,장교성,2000,IF,-0.808954635,-0.744936211,-0.096089702,-1.080710553,-1.141621704,-0.731640188,-1.066233868,-0.584657879,-1.173491621,-1.078388483,-0.730570726,-1.472307376,-0.051453532,-0.564014519,-0.753907985,-0.884523135
4109,이계성,2000,OF,-0.819686018,-0.770496495,-0.031646309,-0.67724528,-0.779684891,-0.626368219,-0.681239693,-0.444500168,-0.982180032,-0.391204197,-0.479940537,-1.156953721,-0.623318698,-0.853692699,-0.719959089,-0.837922261
4110,최경환,2000,RF,-0.819686018,-0.734712097,-0.144422247,-0.933995908,-0.715813689,-0.521096249,-0.786238104,-0.584657879,-0.886524237,-0.666077911,-0.229310348,-0.86130967,-0.412631531,-0.599341126,-0.669035745,-0.788868709
4121,쿡슨,2000,RF,-0.841148784,-0.622246849,-0.547193455,-0.860638586,-1.077750502,-0.205280341,-0.541241811,-0.584657879,-1.077835826,-0.769155554,-0.776139852,-1.275211342,1.01201502,0.255562771,-0.329546784,-0.42096707
4122,임주택,2000,CF,-0.841148784,-0.688703587,-0.353863275,-0.603887957,-0.588071284,-0.205280341,-0.296245518,-0.72481559,-0.743040546,0.22726166,-0.5027251,-0.762761653,-0.272173421,-0.465100018,-0.53324016,-0.641708053
4143,이범호,2000,3B,-0.884074315,-0.775608551,-0.208865641,-0.970674569,-1.205492907,-0.731640188,-1.136232808,-0.584657879,-0.83869634,-0.906592411,-2.14321361,-1.275211342,-0.964431252,-1.136305557,-0.957601361,-1.117527506
4148,양현석,2000,LF,-0.90017139,-0.811392949,-0.144422247,-0.860638586,-0.609361685,-0.41582428,-0.401243929,-0.72481559,-0.695212649,-0.597359483,-0.479940537,-0.802180859,-0.342402476,-0.528687912,-0.652061297,-0.759436578
4158,강성우,2000,C,-0.916268464,-0.990314934,0.371124899,-1.190746536,-1.141621704,-0.836912158,-1.136232808,-0.72481559,-1.125663723,-1.250184554,-1.459676731,-1.787661031,-2.017867083,-2.061862668,-1.891196003,-2.056903023
4176,이호준,2000,1B,-0.953828304,-0.520005714,-1.223849084,-0.530530635,-0.524200082,0.215807538,-0.366244459,-0.584657879,-0.743040546,-0.081971268,-0.548294225,-0.802180859,0.440149855,0.022407162,-2.298582756,-0.322859967
4181,공필성,2000,3B,-0.964559687,-0.857401459,-0.192754792,-0.787281263,-0.800975292,-0.731640188,-0.786238104,-0.164184747,-0.50390106,-0.116330483,-1.095123729,-0.881019273,-1.255380196,-1.19989345,-0.872729121,-0.955650785
4182,이종민,2000,2B,-0.964559687,-0.765384438,-0.482750062,-0.933995908,-0.886136895,-0.731640188,-0.926235986,-0.164184747,-0.790868443,-1.009670054,-0.662217039,-0.821890463,-1.074791196,-1.0515217,-0.838780225,-0.989988271
4186,김태룡,2000,2B,-0.97529107,-1.13856458,0.661120168,-0.897317247,-1.035169701,-0.41582428,-0.821237574,-0.304342458,-1.030007929,-0.631718697,-2.302705549,-2.516916358,-1.064758474,-1.652074024,-1.806323763,-1.922005756
4198,김수관,2000,2B,-1.007485218,-0.90340997,-0.160533096,-1.30078252,-1.29065451,-0.731640188,-1.066233868,-0.72481559,-1.173491621,-1.112747697,-2.120429048,-2.083305082,-1.696819972,-1.941752204,-1.891196003,-2.113314608
4199,백재호,2000,2B,-1.007485218,-0.760272381,-0.627747697,-0.127065362,-0.077101666,-0.521096249,-0.4362434,-0.72481559,0.117861604,0.536494589,-0.912847228,-0.703632842,-0.673482308,-0.726516912,-0.584163505,-0.703024993
4203,임재철,2000,RF,-1.023582293,-0.8880738,-0.257198185,-0.970674569,-1.29065451,-0.731640188,-1.136232808,-0.584657879,-0.934352135,-0.97531084,-2.735612239,-1.6102746,-1.907507138,-1.920556239,-1.687502627,-1.936721821
4204,박계원,2000,SS,-1.023582293,-1.245917771,0.870561196,-0.273780007,-0.48161928,-0.521096249,-0.121248165,0.256288385,-0.50390106,-0.185048911,-1.322969355,-1.413178566,-1.215249307,-1.362395844,-2.994535126,-1.433922915
4206,신경현,2000,C,-1.023582293,-0.974978764,0.000575387,-1.227425197,-1.226783308,-0.626368219,-1.066233868,-0.72481559,-1.077835826,-0.872233197,-2.302705549,-2.378949134,-1.255380196,-1.736857881,-1.772374867,-2.012754827
4210,신국환,2000,2B,-1.034313675,-0.964754651,-0.063868006,-1.227425197,-1.269364109,-0.731640188,-1.101233338,-0.72481559,-1.030007929,-1.044029268,-2.530551175,-1.827080238,-1.997801638,-2.061862668,-1.993042691,-2.206516356
4211,브링클리,2000,OF,-1.039679367,-0.877849686,-0.353863275,-1.044031892,-1.056460101,-0.521096249,-0.751238634,-0.444500168,-1.030007929,-0.769155554,-1.072339166,-1.6102746,-0.743711364,-1.10097895,-1.297090322,-1.50014521
4215,포조,2000,2B,-1.055776441,-0.985202878,-0.063868006,-0.970674569,-0.907427296,-0.731640188,-0.961235456,-0.584657879,-1.030007929,-1.044029268,-0.981200916,-1.689113014,-1.315576529,-1.531963559,-1.381962562,-1.588441604
4218,박종일,2000,OF,-1.061142133,-0.995426991,-0.047757157,-1.00735323,-1.248073708,-0.836912158,-1.101233338,-0.444500168,-1.030007929,-1.112747697,-2.279920986,-1.66940341,-2.057997971,-2.047732026,-2.060940484,-2.275191329
4222,이우석,2000,OF,-1.077239207,-0.990314934,-0.096089702,-0.970674569,-1.205492907,-0.836912158,-1.24123122,-0.444500168,-0.982180032,-1.112747697,-2.029290797,-1.787661031,-2.128227027,-2.139581205,-1.738425971,-2.002944116
4223,조원우,2000,LF,-1.077239207,-0.877849686,-0.466639213,-1.190746536,-1.099040903,-0.731640188,-0.891236515,-0.72481559,-1.030007929,-1.181466125,-0.798924414,-1.275211342,-1.335641973,-1.397722451,-1.246166978,-1.402038107
4231,허준,2000,SS,-1.12553043,-0.898297913,-0.547193455,0.019649283,-0.098392066,-0.205280341,0.088748657,-0.584657879,-0.50390106,-0.047612054,-0.571078788,-1.117534514,-0.573155087,-0.804235449,-0.804831329,-0.904144556
4244,최훈재,2000,1B,-1.206015801,-0.969866707,-0.563304303,-1.044031892,-0.992588899,-0.521096249,-0.891236515,-0.72481559,-0.982180032,-0.872233197,-1.482461294,-1.767951427,-0.713613197,-1.136305557,-1.348013666,-1.55165144
3344,호세,2001,LF,3.505541175,3.471955274,-0.578688865,1.849329496,1.099303509,3.210129128,2.294265497,0.065818657,3.927788982,0.948932861,1.698243216,3.162991087,3.044442347,3.247235088,2.026553012,2.729632046
3351,심재학,2001,RF,2.981815887,2.855022296,-0.106971079,1.584432622,1.190780197,1.827522435,1.783243198,0.065818657,2.21488477,0.110259195,1.911824272,2.564143316,2.058106569,2.347544446,1.701797219,2.331874243
3359,브리또,2001,SS,2.616795232,1.7064235,2.912022749,0.676214768,1.373733574,1.597087987,1.491230456,0.065818657,1.003318377,0.224623786,1.342274789,1.605986882,1.451921039,1.583521441,0.964851382,1.243012257
